Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
8.561135292,-427.2591,-82.02187,-30.95044,0.2144401,1.030006,0.7390925,-40.06497,-25.00696,18.2126,1029.459
8.581302643,-420.1587,-112.7859,24.58061,0.1804774,1.243275,0.8931664,-34.36049,-40.28693,3.764313,1029.459
8.598948955,-369.3445,-110.1422,12.62008,0.1409694,1.405623,0.9250118,-34.36049,-40.28693,3.764313,1029.462
8.619116783,-278.4595,-88.09057,-18.68479,0.2063091,1.446853,1.009562,-34.36049,-40.28693,3.764313,1029.462
8.639284134,-220.298,-82.62273,-30.09612,0.3672838,1.522941,1.045427,-35.31168,-42.32308,-11.14595,1029.464
8.659451961,-160.5929,-98.7258,-5.198676,0.5273356,1.384753,1.011545,-35.31168,-42.32308,-11.14595,1029.464
8.679619312,-87.30446,-129.3096,28.60814,0.6147705,1.219661,0.9546833,-37.31732,-36.54902,-17.83544,1029.464
8.699787140,-57.85325,-152.0822,59.30278,0.5951326,1.037779,0.9174265,-37.31732,-36.54902,-17.83544,1029.464
8.719954491,-47.0483,-172.6317,90.91276,0.5694295,0.9649155,0.8120416,-37.31732,-36.54902,-17.83544,1029.463
8.740122318,-44.45511,-170.3484,107.2059,0.5794986,0.9553456,0.7665051,-39.38858,-32.42061,-15.57688,1029.463
8.760289669,-37.35472,-165.902,112.0268,0.6223619,0.9119051,0.716473,-39.38858,-32.42061,-15.57688,1029.462
8.780457497,-11.05238,-171.0093,115.0169,0.6599318,0.8249616,0.7272581,-42.70113,-28.80704,-9.759663,1029.462
8.800624371,-6.545173,-178.8205,120.0208,0.7245072,0.7309163,0.7205949,-42.70113,-28.80704,-9.759663,1029.462
8.820792198,-0.3709151,-192.4,141.684,0.7804144,0.6637355,0.6860139,-45.20536,-24.74912,-3.473143,1029.462
8.840959549,-4.878123,-196.3056,167.7409,0.8076293,0.5526293,0.7107273,-45.20536,-24.74912,-3.473143,1029.461
8.861127377,-7.594796,-209.5846,182.5085,0.8320523,0.4819387,0.6277274,-45.20536,-24.74912,-3.473143,1029.461
8.881294727,-13.64557,-221.9023,190.9907,0.8815634,0.3277884,0.4754494,-47.39225,-19.59495,5.14041,1029.459
8.898941040,-21.48688,-232.3572,195.2013,0.8524728,0.3534243,0.4349015,-47.39225,-19.59495,5.14041,1029.459
8.919109344,-14.32474,-244.4345,190.6856,0.8513519,0.2616427,0.3706788,-47.3628,-12.15637,14.20934,1029.457
8.939276218,-16.79444,-251.2843,187.2683,0.7831882,0.2463373,0.2659279,-47.3628,-12.15637,14.20934,1029.457
8.959444046,-14.26299,-245.5161,195.8115,0.7430649,0.2061609,0.2205578,-47.3628,-12.15637,14.20934,1029.454
8.979611397,0.7404513,-228.692,197.7032,0.699432,0.127711,-0.04086034,-43.87636,-5.030262,22.82544,1029.454
8.999778748,24.20263,-213.1898,200.2662,0.6511653,0.1858206,-0.05760266,-43.87636,-5.030262,22.82544,1029.452
9.019946575,32.16742,-191.8592,202.0969,0.5563215,0.1535044,-0.1159869,-38.76991,1.766094,30.1856,1029.452
9.040113926,50.56671,-177.739,231.205,0.5142702,0.1051858,-0.274936,-38.76991,1.766094,30.1856,1029.452
9.060281754,135.9567,-185.2497,291.5568,0.3864287,0.1630223,-0.2672983,-32.06076,7.509004,34.48586,1029.452
9.080448627,149.9723,-160.2539,332.2592,0.2818175,0.1633125,-0.3462419,-32.06076,7.509004,34.48586,1029.45
9.100616455,178.1886,-124.5628,335.3104,0.1055666,0.06127936,-0.3450689,-32.06076,7.509004,34.48586,1029.45
9.120783806,257.713,-102.6915,304.1886,0.03462033,-0.08245128,-0.2566712,-23.80945,15.6235,36.98745,1029.446
9.140951633,301.4885,-86.16781,280.0844,0.02222694,-0.2880566,-0.1448273,-23.80945,15.6235,36.98745,1029.446
9.161118984,338.5958,-76.07335,258.7263,0.05077657,-0.4247306,0.05643569,-13.65324,24.55738,33.19132,1029.446
9.181286812,342.9796,-78.83731,247.7422,0.103338,-0.4995483,0.3420928,-13.65324,24.55738,33.19132,1029.446
9.198933601,280.0639,-72.22784,242.2501,0.0148942,-0.8830342,0.4947796,-13.65324,24.55738,33.19132,1029.446
9.219100475,201.9595,-24.57959,236.7581,-0.2004597,-1.096926,0.520463,-4.148808,33.21608,26.30382,1029.442
9.239268303,173.5579,7.746721,198.7406,-0.1932441,-1.237037,0.1005535,-4.148808,33.21608,26.30382,1029.442
9.259435654,251.2301,11.89266,166.5204,0.069893,-1.138284,0.3958389,3.080701,38.68422,20.74215,1029.442
9.279603481,216.0986,2.39906,161.7606,0.05657544,-0.9820612,0.5057992,3.080701,38.68422,20.74215,1029.442
9.299770832,233.4482,-20.31347,149.8001,0.05135142,-0.8355273,0.5784181,3.080701,38.68422,20.74215,1029.442
9.319938660,251.4771,-42.72558,141.684,0.03042033,-0.8486518,0.635983,8.834474,42.30616,15.51346,1029.442
9.340106010,261.9733,-76.61413,123.6822,-0.05948137,-0.9150854,0.7404636,8.834474,42.30616,15.51346,1029.442
9.360272884,268.2093,-70.06474,78.70813,-0.196343,-0.9053946,0.7798553,15.01444,46.77135,4.921197,1029.442
9.380440712,259.874,-49.15479,45.51155,-0.1230333,-0.9286356,0.8582179,15.01444,46.77135,4.921197,1029.442
9.400608063,225.9774,-31.85,66.38145,-0.00625107,-0.9236194,0.915595,21.36064,47.86568,-10.2617,1029.442
9.420775890,197.1436,-20.67399,91.33992,0.08202523,-0.8454561,0.9484052,21.36064,47.86568,-10.2617,1029.442
9.440943241,168.8655,-31.48948,104.704,0.1326939,-0.7907704,0.9728845,21.36064,47.86568,-10.2617,1029.442
9.461111069,148.6139,-61.11192,105.5583,0.1247351,-0.6826751,1.042258,23.94406,43.90792,-22.82504,1029.442
9.481278419,135.2158,-90.55409,97.62531,0.08896067,-0.6239039,1.080092,23.94406,43.90792,-22.82504,1029.442
9.498924732,117.9279,-113.6872,99.88316,0.1004129,-0.6137106,1.103506,27.01734,36.88773,-31.3826,1029.442
9.519092560,74.7698,-131.5929,104.9481,0.0731622,-0.5930233,1.123658,27.01734,36.88773,-31.3826,1029.442
9.539259910,86.87135,-168.6059,98.17451,-0.007738402,-0.5303198,1.218873,27.01734,36.88773,-31.3826,1029.442
9.559427738,96.3797,-200.091,76.32823,-0.05356738,-0.5029507,1.216919,26.96837,28.57801,-36.87497,1029.442
9.579595089,90.45242,-201.1725,63.75746,-0.05139832,-0.5412061,1.204523,26.96837,28.57801,-36.87497,1029.442
9.599762916,73.9054,-194.7433,61.43859,-0.03590295,-0.5550939,1.163252,22.5797,22.51655,-42.41807,1029.442
9.619930267,52.23376,-185.2497,62.35394,0.01252538,-0.5300804,1.135455,22.5797,22.51655,-42.41807,1029.44
9.640098095,24.32611,-185.43,58.99766,0.04295067,-0.493508,1.18265,22.5797,22.51655,-42.41807,1029.44
9.660264969,16.67003,-184.1682,45.3895,0.03662733,-0.466388,1.18225,15.48879,15.9866,-44.87744,1029.444
9.680432320,19.75716,-186.3914,27.63177,0.1418537,-0.452893,1.148093,15.48879,15.9866,-44.87744,1029.444
9.700600147,9.507896,-181.7047,20.24797,0.2076594,-0.467088,1.085724,7.890796,12.87354,-46.01984,1029.442
9.720767498,-6.112975,-182.5459,6.456743,0.2440136,-0.4732254,1.037923,7.890796,12.87354,-46.01984,1029.442
9.740935326,-26.98197,-184.8892,-7.21244,0.2769402,-0.5061499,0.987606,2.114126,12.02242,-45.68921,1029.442
9.761102676,-48.40664,-217.6962,-29.36384,0.2263241,-0.5729952,1.012086,2.114126,12.02242,-45.68921,1029.442
9.781270504,-58.34719,-172.3913,-33.94057,0.2985277,-0.4483627,0.9392053,2.114126,12.02242,-45.68921,1029.445
9.798916817,-59.5203,-181.945,-53.34593,0.38198,-0.4378159,0.8672847,-5.283921,11.88998,-44.93059,1029.445
9.819084167,-64.21273,-190.1167,-59.99745,0.5033864,-0.4314324,0.8450839,-5.283921,11.88998,-44.93059,1029.441
9.839251995,-84.58778,-191.679,-84.40671,0.4868093,-0.4701914,0.7505907,-11.56676,14.00113,-42.26369,1029.441
9.859419346,-94.28136,-180.0223,-108.6329,0.5627783,-0.4557118,0.7091339,-11.56676,14.00113,-42.26369,1029.445
9.879587173,-109.2231,-169.2668,-124.0107,0.6654446,-0.4359822,0.6789637,-11.56676,14.00113,-42.26369,1029.445
9.899754524,-128.9189,-177.018,-134.9949,0.7365519,-0.3630589,0.6199289,-19.78942,16.1096,-37.45403,1029.443
9.919921398,-132.1913,-172.151,-150.6168,0.8321865,-0.3230632,0.5438495,-19.78942,16.1096,-37.45403,1029.443
9.940089226,-138.736,-172.9922,-176.0634,0.8876204,-0.3045284,0.4961489,-26.85822,18.18094,-33.07208,1029.443
9.960256577,-155.0978,-162.6574,-195.5298,0.885869,-0.2366916,0.3716558,-26.85822,18.18094,-33.07208,1029.444
9.980424404,-156.7648,-154.9664,-223.9056,0.8816721,-0.1535535,0.3174538,-33.91288,18.31682,-25.12691,1029.444
10.000591755,-147.9357,-170.108,-248.0708,0.9020673,-0.04412842,0.2093576,-33.91288,18.31682,-25.12691,1029.442
10.020759583,-122.2508,-166.1424,-252.1593,0.8124049,-0.02256062,0.2192192,-33.91288,18.31682,-25.12691,1029.442
10.040926933,-96.13364,-152.623,-239.2834,0.7826753,0.03849489,0.1857032,-39.02722,17.34916,-16.71181,1029.444
10.061094761,-86.0696,-142.5886,-222.0749,0.7714877,0.1302158,0.1355262,-39.02722,17.34916,-16.71181,1029.444
10.081261635,-86.25483,-140.2453,-213.8978,0.7221104,0.2135551,0.02522578,-44.7267,11.45187,-10.16632,1029.443
10.098908424,-61.43432,-135.0178,-209.6262,0.678526,0.2429501,-0.07801344,-44.7267,11.45187,-10.16632,1029.443
10.119076252,-81.1302,-151.902,-205.0494,0.6427586,0.3068821,-0.0699856,-44.7267,11.45187,-10.16632,1029.443
10.139243603,-127.9311,-164.9407,-201.6932,0.6165422,0.3831866,-0.06552557,-46.50671,4.879721,-4.454336,1029.443
10.159411430,-153.5542,-162.0565,-205.9038,0.5304499,0.4571406,-0.08396435,-46.50671,4.879721,-4.454336,1029.443
10.179578781,-140.4031,-152.3827,-205.5986,0.4600169,0.5844093,-0.1036269,-46.7468,-2.434613,2.237541,1029.443
10.199745655,-143.6754,-150.2196,-191.1972,0.4334582,0.6806617,-0.1006696,-46.7468,-2.434613,2.237541,1029.443
10.219913483,-160.9633,-146.3741,-171.9749,0.4194271,0.7253679,-0.07465664,-46.7468,-2.434613,2.237541,1029.443
10.240080833,-196.7123,-141.447,-147.2605,0.3614991,0.802558,-0.07219707,-45.45073,-9.388985,7.552821,1029.441
10.260248661,-216.0377,-124.3826,-120.8985,0.3176806,0.8794003,-0.05715901,-45.45073,-9.388985,7.552821,1029.441
10.280416012,-234.1283,-111.5241,-95.08575,0.3184659,0.9649896,-0.00658153,-43.75193,-16.24602,11.08265,1029.441
10.300583839,-234.0666,-91.57556,-59.20415,0.2378549,0.9911743,0.0449038,-43.75193,-16.24602,11.08265,1029.441
10.320751190,-230.7325,-73.79008,-43.21609,0.3089233,0.9869844,0.1106404,-41.60343,-21.91892,11.49652,1029.443
10.340919018,-237.8946,-60.3308,-53.529,0.2997279,0.9916165,0.2139792,-41.60343,-21.91892,11.49652,1029.443
10.361085892,-228.8802,-61.77287,-76.35165,0.3055927,1.065632,0.2643224,-41.60343,-21.91892,11.49652,1029.445
10.381253242,-208.5669,-69.16345,-66.03874,0.2573918,1.052109,0.3107034,-38.77566,-25.97965,9.701364,1029.445
10.398900032,-180.721,-65.0776,-57.06834,0.2436095,1.047831,0.3723388,-38.77566,-25.97965,9.701364,1029.443
10.419067860,-180.0418,-59.36942,-45.53497,0.2409381,1.003434,0.3815114,-36.69365,-29.70379,5.654128,1029.443
10.439234733,-184.302,-47.23203,-40.95823,0.2926119,0.9935811,0.4422463,-36.69365,-29.70379,5.654128,1029.444
10.459403038,-168.3107,-37.85861,-40.47005,0.3344329,0.9555121,0.5341957,-36.69365,-29.70379,5.654128,1029.444
10.479569912,-141.5762,-43.26635,-41.9346,0.3281711,0.9474229,0.5533063,-35.39586,-32.6191,1.154461,1029.444
10.499737739,-117.1879,-64.47674,-42.54483,0.3278484,0.9176806,0.5116501,-35.39586,-32.6191,1.154461,1029.444
10.519905090,-100.2087,-87.24936,-28.08235,0.3128563,0.8890258,0.6258389,-33.32685,-33.70452,-3.371037,1029.442
10.540072918,-120.8924,-96.02193,-10.81281,0.2998621,0.9119005,0.5997533,-33.32685,-33.70452,-3.371037,1029.442
10.560240269,-114.7799,-113.4469,4.565025,0.3012841,0.8897439,0.5809448,-33.32685,-33.70452,-3.371037,1029.444
10.580407619,-101.6287,-127.3869,13.84054,0.3073187,0.9140032,0.695364,-33.3243,-32.85485,-5.602564,1029.444
10.600575447,-99.03555,-132.374,30.68293,0.385831,0.8908938,0.6728916,-33.3243,-32.85485,-5.602564,1029.441
10.620742321,-105.5803,-144.9921,56.25162,0.3836262,0.8443823,0.6998743,-34.54177,-30.6193,-5.595751,1029.441
10.640910149,-116.8792,-165.8419,96.0387,0.3930264,0.7454502,0.7383103,-34.54177,-30.6193,-5.595751,1029.443
10.661077499,-149.4175,-193.1811,144.369,0.5071066,0.7393243,0.7862723,-36.21009,-28.78799,-4.256943,1029.443
10.681245327,-190.1676,-243.5332,184.3392,0.6033866,0.7044008,0.7626311,-36.21009,-28.78799,-4.256943,1029.443
10.698892116,-197.1445,-287.8767,208.1992,0.6133595,0.5970209,0.8201892,-36.21009,-28.78799,-4.256943,1029.443
10.719058990,-198.8115,-330.4778,227.4825,0.6306986,0.4848548,0.7377264,-39.451,-24.70755,-0.1623745,1029.443
10.739227295,-219.9892,-353.9714,253.4784,0.7539525,0.5130329,0.630588,-39.451,-24.70755,-0.1623745,1029.439
10.759394169,-225.4843,-358.2976,254.2107,0.7913094,0.5557729,0.4627194,-43.33593,-16.19699,8.399725,1029.439
10.779561520,-171.5213,-354.392,240.3584,0.8074018,0.4955805,0.3355272,-43.33593,-16.19699,8.399725,1029.441
10.799729347,-117.5583,-289.7995,268.246,0.73561,0.5195431,0.2364348,-43.33593,-16.19699,8.399725,1029.441
10.819896698,-143.8607,-206.0996,282.1592,0.7295886,0.4158575,-0.05726742,-43.72503,-8.354877,19.26038,1029.441
10.840064526,-165.0384,-159.2926,264.9507,0.7230746,0.1314988,-0.1323964,-43.72503,-8.354877,19.26038,1029.441
10.860231876,-197.2062,-136.5199,254.5768,0.7320513,0.03893305,-0.1478703,-39.03492,-0.8266227,27.45545,1029.439
10.880399704,-195.9096,-128.6487,202.5241,0.7357625,-0.04416504,-0.2447061,-39.03492,-0.8266227,27.45545,1029.439
10.900566578,-76.80822,-135.7388,181.4101,0.7001491,-0.1782319,-0.4247804,-39.03492,-0.8266227,27.45545,1029.441
10.920733929,-2.717133,-128.4083,176.2841,0.5419144,-0.2395005,-0.3324449,-34.99268,4.101782,32.97729,1029.441
10.940901756,29.01855,-109.2409,144.6131,0.4412283,-0.2954905,-0.4174115,-34.99268,4.101782,32.97729,1029.441
10.961069107,-8.088737,-80.69998,113.7354,0.5269922,-0.5598142,-0.3292319,-30.04972,6.024701,35.33656,1029.441
10.981236935,-102.3079,-44.16764,105.6804,0.4705309,-0.6308607,-0.284592,-30.04972,6.024701,35.33656,1029.439
10.998883247,-170.2247,-4.93144,105.7414,0.5270591,-0.5462367,-0.4225544,-25.5839,8.747238,38.14605,1029.439
11.019050598,-122.0655,-12.50229,104.0327,0.5086012,-0.5991058,-0.7634552,-25.5839,8.747238,38.14605,1029.441
11.039218426,-90.88553,-41.16334,116.3594,0.4286862,-0.5168678,-0.6258358,-25.5839,8.747238,38.14605,1029.441
11.059385777,-145.1572,-38.94016,118.3732,0.405656,-0.5043535,-0.5098205,-23.59544,7.9506,39.06944,1029.439
11.079553604,-191.9581,-2.768342,120.57,0.3501759,-0.4049914,-0.6289624,-23.59544,7.9506,39.06944,1029.439
11.099720955,-133.4262,18.6223,113.3083,0.3632944,-0.3745805,-0.7764146,-22.41303,6.452035,39.96873,1029.437
11.119887829,-31.98311,-3.669633,122.7058,0.345292,-0.3070571,-0.8512577,-22.41303,6.452035,39.96873,1029.437
11.140056133,-32.41531,-31.06888,137.6565,0.2967367,-0.3412202,-0.7353516,-22.41303,6.452035,39.96873,1029.435
11.160223007,-63.34834,-21.57528,146.3828,0.2733125,-0.4263758,-0.7256651,-21.92407,3.077324,39.93351,1029.435
11.180390835,-10.86715,-48.31358,163.5913,0.3339767,-0.4184947,-0.5245852,-21.92407,3.077324,39.93351,1029.435
11.200558186,-97.43024,-65.13769,193.6147,0.2177438,-0.4541286,-0.436889,-22.33499,3.425399,41.27611,1029.435
11.220726013,-157.1353,-80.39955,196.4828,0.1416576,-0.5884948,-0.4679764,-22.33499,3.425399,41.27611,1029.434
11.240893364,-180.5357,-76.67421,178.1758,0.1820976,-0.6021325,-0.6824065,-20.4891,4.937078,42.67567,1029.434
11.261060715,-172.324,-73.66991,147.3592,0.03180895,-0.5642158,-0.8649009,-20.4891,4.937078,42.67567,1029.434
11.281228542,-83.78513,-93.19788,135.2156,0.1571295,-0.5561311,-1.050155,-20.4891,4.937078,42.67567,1029.434
11.298874855,-57.42105,-112.1851,132.2865,0.02640853,-0.7060778,-0.694728,-17.71359,2.684065,45.38868,1029.432
11.319042206,-81.31543,-99.68718,130.2117,-0.02194601,-0.5949045,-0.6683494,-17.71359,2.684065,45.38868,1029.432
11.339210033,-70.57222,-110.2623,131.6152,-0.1055669,-0.5181834,-0.8618866,-15.79471,1.488278,47.71526,1029.43
11.359377384,-77.61087,-114.2881,137.6565,-0.1604696,-0.4975597,-0.8871734,-15.79471,1.488278,47.71526,1029.43
11.379545212,-106.0125,-108.8803,117.0307,-0.1160933,-0.6367627,-0.8900377,-15.79471,1.488278,47.71526,1029.43
11.399712086,-73.53587,-101.4898,92.80447,-0.055113,-0.6278055,-0.9422713,-11.93802,1.124678,50.92156,1029.43
11.419880390,-26.92022,-94.70004,87.8616,-0.2099678,-0.5721837,-0.7147157,-11.93802,1.124678,50.92156,1029.428
11.440047264,10.86623,-132.1937,94.75722,-0.339004,-0.6341155,-0.5986673,-7.298296,-1.467295,53.21604,1029.428
11.460214615,36.36592,-205.7391,92.01118,-0.4134329,-0.6498564,-0.5741225,-7.298296,-1.467295,53.21604,1029.432
11.480382442,77.6717,-280.1857,61.56063,-0.5972627,-0.6990287,-0.4748436,-7.298296,-1.467295,53.21604,1029.432
11.500549793,115.9521,-330.598,40.08049,-0.7298852,-0.7733657,-0.3894723,-0.7382569,-2.142311,55.12259,1029.431
11.520717621,145.3416,-397.0531,35.13762,-0.8331366,-0.8042128,-0.2697886,-0.7382569,-2.142311,55.12259,1029.431
11.540884495,142.3779,-451.1306,13.16929,-0.9655851,-0.7733349,-0.2009768,10.81452,-0.05011797,53.56936,1029.429
11.561052799,99.03463,-486.4612,-78.0603,-1.058113,-0.8429117,-0.3224032,10.81452,-0.05011797,53.56936,1029.429
11.581219673,49.57883,-484.4784,-141.1582,-1.068693,-1.260234,-0.38544,30.12443,4.640188,42.26153,1029.429
11.598866463,77.17776,-411.2935,-120.8375,-0.9431778,-1.513685,-0.5811355,30.12443,4.640188,42.26153,1029.429
11.619033813,169.0507,-317.7996,-67.86944,-0.9957588,-1.288213,-0.4664209,30.12443,4.640188,42.26153,1029.429
11.639201641,124.7195,-280.5463,-44.86371,-1.03853,-1.102444,-0.1561344,48.35405,10.17689,23.83224,1029.433
11.659368515,60.69249,-284.8124,-50.66091,-0.995167,-0.9648052,0.02162558,48.35405,10.17689,23.83224,1029.433
11.679536343,35.00758,-279.645,-92.64483,-1.079204,-0.9131227,0.2406102,53.40934,16.14855,7.920505,1029.431
11.699703693,45.31859,-268.5891,-130.4182,-1.04013,-0.8660536,0.4217213,53.40934,16.14855,7.920505,1029.431
11.719871521,72.85578,-265.4647,-162.6384,-1.056854,-0.6560109,0.5415136,53.40934,16.14855,7.920505,1029.429
11.740038872,66.00236,-272.9754,-186.2543,-1.04961,-0.8438996,0.6692346,52.70681,19.79539,-5.565018,1029.429
11.760206222,5.556372,-292.2029,-194.9196,-0.9709573,-0.9106945,0.6873236,52.70681,19.79539,-5.565018,1029.429
11.780374050,-53.16082,-297.791,-199.4353,-0.7746543,-1.075867,0.5989186,46.49069,25.96271,-17.70968,1029.429
11.800540924,-48.28315,-273.2158,-210.2974,-0.6190224,-1.073629,0.4227926,46.49069,25.96271,-17.70968,1029.429
11.820708752,3.395382,-230.6748,-243.7381,-0.5502546,-0.9768376,0.3555779,46.49069,25.96271,-17.70968,1029.429
11.840876102,39.70002,-168.1853,-288.224,-0.4801991,-0.8980175,0.2884635,34.75837,33.08457,-24.56127,1029.432
11.861043930,62.11257,-132.374,-321.7257,-0.4118088,-0.846048,0.2772259,34.75837,33.08457,-24.56127,1029.432
11.881211281,73.59669,-110.3825,-325.6312,-0.2926927,-0.7920431,0.2545936,21.12416,38.23326,-27.43699,1029.43
11.898857594,123.5464,-85.68713,-323.6784,-0.2745011,-0.7732702,0.2593909,21.12416,38.23326,-27.43699,1029.43
11.919024944,177.3242,-31.0088,-322.8241,-0.2476286,-0.6689675,0.2867989,7.943286,41.13418,-30.3338,1029.428
11.939192772,203.6266,23.30901,-319.7729,-0.1534145,-0.5760242,0.2142652,7.943286,41.13418,-30.3338,1029.428
11.959360123,201.7125,36.46786,-305.0054,-0.07141215,-0.5562571,0.2390479,7.943286,41.13418,-30.3338,1029.426
11.979527950,100.0843,50.16749,-335.1508,-0.0484405,-0.2791737,0.3917572,-5.00402,37.9496,-36.44588,1029.426
11.999695301,20.80679,56.77695,-367.371,0.01296084,-0.09705683,0.4836646,-5.00402,37.9496,-36.44588,1029.426
12.019863129,-7.224341,58.09885,-374.7548,0.0725297,0.07307714,0.6032973,-14.05256,31.7995,-41.17918,1029.426
12.040030479,-21.6721,53.05162,-353.4577,0.1493835,0.2436923,0.8045394,-14.05256,31.7995,-41.17918,1029.432
12.060197353,-49.51801,59.30057,-335.7,0.2413594,0.2315263,0.7828226,-14.05256,31.7995,-41.17918,1029.432
12.080365181,-86.25483,81.71267,-348.2708,0.323872,0.09800397,0.7208343,-21.52666,26.04335,-45.42966,1029.432
12.100532532,-108.7291,115.5411,-400.2014,0.2863763,0.0451338,0.6853325,-21.52666,26.04335,-45.42966,1029.432
12.120700359,-105.4568,172.6229,-458.9667,0.1461352,-0.03594547,0.749788,-26.71964,20.30955,-48.74061,1029.43
12.140867710,-86.0696,253.0181,-489.6614,-0.1967155,-0.06062337,0.8742375,-26.71964,20.30955,-48.74061,1029.43
12.161035538,-80.88323,310.6406,-494.1771,-0.5085643,-0.02123922,1.021382,-25.73666,15.84542,-54.67611,1029.43
12.181202889,-157.5058,313.044,-483.9862,-0.6101996,0.02277292,1.293715,-25.73666,15.84542,-54.67611,1029.43
12.198849201,-174.6702,285.2843,-453.5357,-0.5288948,-0.01510282,1.391571,-25.73666,15.84542,-54.67611,1029.43
12.219016552,-178.6217,235.6532,-400.9948,-0.4850685,-0.03141827,1.500399,-13.23109,12.32841,-57.11829,1029.43
12.239184380,-213.3828,184.3397,-351.9322,-0.462113,-0.03449994,1.657226,-13.23109,12.32841,-57.11829,1029.434
12.259351730,-244.8098,124.8545,-296.6452,-0.4622336,-0.04311506,1.740521,-2.701772,20.00555,-52.33761,1029.434
12.279519558,-206.4059,71.85856,-259.238,-0.4756452,-0.1662841,1.874399,-2.701772,20.00555,-52.33761,1029.434
12.299686432,-164.2974,13.8755,-208.9549,-0.4036717,-0.159895,1.90514,-2.701772,20.00555,-52.33761,1029.434
12.319853783,-135.6489,-59.06899,-161.4179,-0.2726124,-0.2126111,1.780362,-3.15817,31.27856,-44.57301,1029.436
12.340021610,-145.466,-136.3397,-126.2076,-0.2238688,-0.3122368,1.572312,-3.15817,31.27856,-44.57301,1029.436
12.360188961,-164.6062,-201.8936,-89.77674,-0.1578049,-0.4328029,1.39957,-9.971296,37.16793,-39.68773,1029.439
12.380356788,-211.5923,-241.8508,-73.72766,-0.08467095,-0.4545203,1.373734,-9.971296,37.16793,-39.68773,1029.439
12.400524139,-251.3545,-279.1643,-60.79075,0.008978233,-0.4064546,1.265009,-9.971296,37.16793,-39.68773,1029.441
12.420691967,-283.2137,-316.8983,-44.37553,0.1221722,-0.4204865,1.177686,-20.22314,39.50064,-31.3243,1029.441
12.440859318,-318.5304,-360.4607,-28.63156,0.1861022,-0.3975225,1.043246,-20.22314,39.50064,-31.3243,1029.441
12.461026192,-349.4017,-396.6926,-13.07066,0.1946972,-0.38198,0.8665086,-30.11604,41.79578,-16.22658,1029.443
12.481194019,-334.8304,-406.1862,-0.8050107,0.1854418,-0.4795354,0.6346951,-30.11604,41.79578,-16.22658,1029.443
12.498840809,-291.4872,-397.7742,23.66527,0.173031,-0.4799304,0.5535836,-30.11604,41.79578,-16.22658,1029.44
12.519008160,-251.5397,-388.8814,72.05661,0.1557124,-0.3573786,0.4239486,-37.84633,43.58714,5.248163,1029.44
12.539175987,-212.5184,-375.7226,140.4025,0.06173191,-0.1837903,0.3482738,-37.84633,43.58714,5.248163,1029.44
12.559342861,-160.7164,-374.2204,222.8448,-0.02201755,-0.1121565,0.3717734,-37.61245,41.76364,25.79746,1029.44
12.579510212,-59.70553,-395.551,323.838,-0.1613853,-0.1735544,0.512414,-37.61245,41.76364,25.79746,1029.438
12.599678039,64.08833,-424.5726,436.0596,-0.5769057,-0.2873935,0.6632145,-28.1491,41.33431,38.97446,1029.438
12.619845390,146.3912,-455.2766,510.874,-1.012561,-0.280992,0.8131625,-28.1491,41.33431,38.97446,1029.44
12.640013218,142.9336,-491.8089,513.559,-1.274281,-0.492862,0.987866,-28.1491,41.33431,38.97446,1029.44
12.660180569,76.43685,-531.2253,479.2029,-1.297118,-0.8090678,1.003209,-3.663719,48.93649,39.0781,1029.439
12.680348396,0.7404513,-588.968,395.2961,-1.249652,-0.9661747,1.04581,-3.663719,48.93649,39.0781,1029.439
12.700515270,-46.30739,-593.9552,280.1455,-1.371819,-1.195511,0.8446273,37.1822,49.5519,18.37507,1029.439
12.720682621,57.17316,-489.5857,160.7843,-1.260664,-1.269857,0.6570805,37.1822,49.5519,18.37507,1029.439
12.740850449,122.8055,-400.1776,25.8621,-1.203696,-1.245926,0.5588325,37.1822,49.5519,18.37507,1029.442
12.761017799,147.7495,-372.7183,-87.57991,-1.223699,-1.124224,0.5092746,55.49398,32.05559,-9.389641,1029.442
12.781185627,146.0825,-364.6067,-168.7407,-1.164811,-1.080871,0.4664595,55.49398,32.05559,-9.389641,1029.444
12.798832416,134.2279,-357.6968,-224.8209,-1.102051,-1.035996,0.4246532,48.55037,24.61944,-25.763,1029.444
12.818999290,101.5661,-334.6237,-286.1492,-1.002234,-1.016074,0.3698691,48.55037,24.61944,-25.763,1029.443
12.839166641,61.80386,-305.7824,-336.5543,-0.8963098,-1.007534,0.2974862,48.55037,24.61944,-25.763,1029.443
12.859334469,25.99316,-250.9238,-372.0698,-0.8073122,-1.053796,0.3242486,33.26963,24.92748,-37.25493,1029.443
12.879501820,-17.28838,-209.825,-417.41,-0.655349,-1.101698,0.1948076,33.26963,24.92748,-37.25493,1029.443
12.899669647,-11.36109,-135.4384,-482.8268,-0.5436763,-1.08619,0.1172824,15.80361,28.90857,-41.5624,1029.446
12.919836998,27.10453,-50.89729,-552.4542,-0.4934122,-1.073803,0.04241254,15.80361,28.90857,-41.5624,1029.446
12.940003872,-11.79329,26.85409,-631.0519,-0.4897881,-0.9135969,0.3209152,-3.18023,30.85999,-41.88765,1029.444
