Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
4.179733276,60.19855,-204.8979,250.5493,0.3845769,-0.7424538,0.6484292,-13.06056,49.8406,19.69304,1029.483
4.199901104,90.1437,-199.5502,199.0458,0.2756984,-0.7654862,0.6567964,-13.06056,49.8406,19.69304,1029.484
4.220068932,106.1968,-215.1125,156.9398,0.2470807,-0.7860466,0.5679681,0.7809749,53.20192,15.50749,1029.484
4.240236282,125.337,-246.3573,159.0756,0.1363038,-0.7550813,0.5712164,0.7809749,53.20192,15.50749,1029.483
4.260404110,141.8222,-279.7651,187.6344,0.01193194,-0.7729541,0.6669918,0.7809749,53.20192,15.50749,1029.483
4.280571461,145.465,-315.3361,225.4688,-0.14902,-0.9115676,0.6587365,11.73701,53.14962,6.289884,1029.483
4.300739288,158.4927,-316.3575,217.1696,-0.3062665,-0.9137729,0.731111,11.73701,53.14962,6.289884,1029.484
4.320906639,164.4818,-286.0141,204.1107,-0.5088842,-0.9369097,0.7691299,20.4387,51.1699,-6.19853,1029.484
4.341074467,162.9382,-263.1814,197.2761,-0.5044838,-1.049655,0.769134,20.4387,51.1699,-6.19853,1029.481
4.361241817,112.6797,-197.6876,131.8593,-0.5800509,-1.158261,0.7405313,24.35022,43.86497,-19.6783,1029.481
4.378888607,65.13796,-165.6617,90.72969,-0.3960622,-1.172753,0.7832025,24.35022,43.86497,-19.6783,1029.482
4.399055958,23.46172,-156.4084,67.29681,-0.2566773,-1.044161,0.8780404,24.35022,43.86497,-19.6783,1029.482
4.419223785,13.82988,-170.4686,56.43469,-0.1959636,-0.8919088,0.8911318,25.90533,34.11287,-27.40265,1029.486
4.439391136,39.63827,-185.9708,54.84809,-0.1910509,-0.7803712,0.8834074,25.90533,34.11287,-27.40265,1029.486
4.459558964,71.92964,-196.9064,35.32069,-0.2073305,-0.7663917,0.8653249,22.20303,29.59307,-30.67013,1029.481
4.479726314,104.4062,-200.2713,-15.75568,0.2033651,-1.087204,1.374953,22.20303,29.59307,-30.67013,1029.481
4.499894142,92.48992,-177.2583,-27.89928,-0.2204421,-0.9116164,0.7246433,22.20303,29.59307,-30.67013,1029.482
4.520061493,84.09293,-230.8551,-64.02498,-0.1830051,-0.7742451,0.6258812,18.14892,25.04031,-36.18726,1029.482
4.540229320,96.07099,-210.9666,-120.7155,-0.01203382,-0.7490676,0.8599737,18.14892,25.04031,-36.18726,1029.483
4.560397148,111.3214,-202.9151,-153.6069,-0.115032,-0.7970281,0.8432123,10.59847,21.14093,-39.06918,1029.483
4.580564022,106.135,-184.2884,-140.4259,-0.00579225,-0.8862389,0.8744174,10.59847,21.14093,-39.06918,1029.482
4.600732326,96.87364,-174.0737,-147.3215,0.1125407,-0.9070693,0.8931227,0.7368808,17.63701,-41.60416,1029.482
4.620899200,83.84595,-174.6746,-200.4727,0.2407983,-0.8009252,0.7799519,0.7368808,17.63701,-41.60416,1029.483
4.641067028,77.05428,-201.473,-261.6179,0.3840797,-0.7179171,0.8202591,0.7368808,17.63701,-41.60416,1029.483
4.661234379,84.89558,-210.546,-334.4185,0.3533855,-0.5952736,0.7538021,-8.02743,12.54127,-41.38441,1029.485
4.678881168,93.35432,-222.1426,-388.485,0.3636518,-0.490818,0.6373674,-8.02743,12.54127,-41.38441,1029.485
4.699048996,78.53609,-201.7734,-378.8434,0.3479779,-0.4000139,0.6219015,-16.72774,6.665617,-39.31544,1029.482
4.719216824,58.65498,-174.6746,-369.8119,0.4218969,-0.2637811,0.5594087,-16.72774,6.665617,-39.31544,1029.482
4.739383697,37.23031,-138.8032,-368.1033,0.4897646,-0.1785801,0.5310289,-16.72774,6.665617,-39.31544,1029.481
4.759552002,24.8818,-110.8632,-364.5029,0.5227889,0.0807017,0.5371723,-24.623,-3.038351,-36.00025,1029.481
4.779718876,18.89277,-89.41246,-362.4281,0.511769,0.1816195,0.6864855,-24.623,-3.038351,-36.00025,1029.482
4.799886703,12.03934,-92.47685,-331.2453,0.4634468,0.4991933,0.4982198,-26.65049,-12.57171,-33.47147,1029.482
4.820054054,3.024927,-111.5842,-303.1136,0.4395215,0.5689408,0.4330586,-26.65049,-12.57171,-33.47147,1029.48
4.840221882,10.00184,-96.86314,-277.606,0.382836,0.6382883,0.3953018,-26.65049,-12.57171,-33.47147,1029.48
4.860389233,13.64465,-83.10342,-256.3089,0.3543945,0.6280234,0.3472291,-23.7509,-20.57851,-31.28015,1029.481
4.880557060,17.28746,-78.77723,-238.4291,0.3130041,0.6382124,0.2720539,-23.7509,-20.57851,-31.28015,1029.481
4.900724888,0.3699958,-77.39525,-229.3977,0.3120333,0.6243784,0.1945465,-21.62134,-26.21026,-29.52046,1029.48
4.920892239,-14.20125,-86.58842,-223.7225,0.2706813,0.8096026,0.2210874,-21.62134,-26.21026,-29.52046,1029.48
4.941060066,-41.73844,-107.4383,-277.9721,0.4699914,0.5672091,0.3713411,-18.43158,-30.74605,-28.6239,1029.48
4.961227417,-59.21159,-105.0949,-274.1277,0.4972254,0.6342004,0.3371479,-18.43158,-30.74605,-28.6239,1029.48
4.978873730,-88.60105,-124.5027,-285.7831,0.4155337,0.7303281,0.3467029,-18.43158,-30.74605,-28.6239,1029.477
4.999041557,-95.51622,-155.1466,-301.7101,0.4072962,0.8544685,0.4159371,-15.20811,-34.14673,-28.16037,1029.477
5.019208908,-86.00787,-184.7691,-313.4876,0.4137309,0.9128336,0.5248166,-15.20811,-34.14673,-28.16037,1029.477
5.039376736,-85.88438,-193.4815,-298.659,0.2209285,0.963434,0.5996727,-10.18857,-35.17278,-29.42669,1029.473
5.059544563,-70.81919,-197.327,-256.492,-0.05262284,1.159872,0.5780281,-10.18857,-35.17278,-29.42669,1029.473
5.079711914,-70.51048,-210.4859,-244.2263,-0.1254648,1.169184,0.5804358,-10.18857,-35.17278,-29.42669,1029.476
5.099879742,-52.60513,-200.0309,-198.703,-0.2214879,1.07718,0.6042472,-5.486861,-36.59387,-29.80697,1029.476
5.120047092,-58.16196,-208.443,-132.0658,-0.2692797,0.965443,0.6002656,-5.486861,-36.59387,-29.80697,1029.476
5.140214920,-57.29757,-219.6791,-97.83179,-0.344017,0.9461678,0.5885425,-3.058639,-38.09278,-31.57592,1029.476
5.160381794,-35.74941,-231.2156,-92.33971,-0.3696874,0.9390499,0.5714283,-3.058639,-38.09278,-31.57592,1029.475
5.180549622,-33.40319,-233.619,-72.38515,-0.2901347,0.8130248,0.629747,-3.058639,-38.09278,-31.57592,1029.475
5.200716972,-45.81345,-244.6749,-34.48978,-0.2857679,0.7509516,0.6689603,-5.355935,-39.61874,-32.53547,1029.475
5.220884800,-66.43546,-247.9195,-17.4033,-0.3725032,0.7633308,0.7278527,-5.355935,-39.61874,-32.53547,1029.475
5.241052151,-89.34196,-223.4044,-22.16311,-0.3075805,0.7596521,0.7308518,-9.117844,-41.16812,-33.52239,1029.474
5.261219978,-112.1867,-206.4601,-10.69076,-0.2344669,0.7214262,0.7997236,-9.117844,-41.16812,-33.52239,1029.474
5.278866768,-146.2686,-205.0781,40.87379,-0.1237408,0.6728253,0.9065999,-9.117844,-41.16812,-33.52239,1029.474
5.299034596,-194.86,-225.3271,122.5838,-0.01458093,0.6931377,0.9763478,-16.12307,-40.89019,-34.5453,1029.474
5.319201469,-207.7642,-257.5333,168.7173,-0.002488369,0.8115684,0.973617,-16.12307,-40.89019,-34.5453,1029.473
5.339369297,-187.8831,-265.4046,188.5498,0.07181477,0.8597394,0.9642446,-24.26145,-38.28446,-37.35279,1029.473
5.359536648,-163.1243,-259.8166,196.2997,0.2230319,0.8509757,1.005016,-24.26145,-38.28446,-37.35279,1029.474
5.379704475,-142.7493,-254.529,193.7367,0.3412746,0.7975232,1.076101,-37.75281,-28.35356,-33.43503,1029.474
5.399871826,-132.3765,-261.6191,207.4669,0.4651415,0.7275969,1.005461,-37.75281,-28.35356,-33.43503,1029.48
5.420039654,-119.7811,-273.7565,240.7246,0.5578978,0.6809866,0.9279965,-37.75281,-28.35356,-33.43503,1029.48
5.440207004,-94.4666,-279.705,292.8383,0.6364619,0.6442164,0.8125819,-49.48623,-16.17576,-23.17572,1029.477
5.460374832,-65.81804,-269.1299,332.5644,0.6206068,0.5359267,0.7180452,-49.48623,-16.17576,-23.17572,1029.477
5.480541706,-56.24794,-255.0097,365.5779,0.6542019,0.3789175,0.6761644,-56.2275,-4.747495,-7.900011,1029.477
5.500710010,-55.13658,-237.4645,390.1092,0.6573085,0.2513262,0.5532789,-56.2275,-4.747495,-7.900011,1029.477
5.520877838,-46.92482,-216.5546,377.9045,0.6350463,0.1837549,0.4113438,-56.2275,-4.747495,-7.900011,1029.473
5.541044712,-12.9664,-191.9193,362.9539,0.6254681,0.05692805,0.2855437,-56.85522,9.499281,5.795543,1029.473
5.561212540,20.43633,-154.9063,368.3849,0.6424032,-0.006248108,0.2152304,-56.85522,9.499281,5.795543,1029.475
5.578859329,52.60421,-138.0822,395.052,0.6627657,-0.2017046,0.2487292,-49.76485,24.60191,16.88962,1029.475
5.599026680,49.57883,-139.344,442.0399,0.6510857,-0.4809368,0.2349793,-49.76485,24.60191,16.88962,1029.47
5.619194508,17.59617,-162.7776,496.8997,0.5654841,-0.7866266,0.297178,-37.37011,36.14502,20.7943,1029.47
5.639361381,-8.891391,-185.9708,496.4725,0.4029,-0.8175359,0.2145059,-37.37011,36.14502,20.7943,1029.472
5.659529686,-17.78232,-150.0393,415.6168,0.1741557,-0.7609916,0.2112156,-37.37011,36.14502,20.7943,1029.472
5.679696560,4.753718,-106.2966,289.421,0.09081155,-0.7854861,0.02419156,-18.4159,45.9199,24.41255,1029.47
5.699864387,17.7814,-99.50692,198.4355,0.1011309,-0.8383828,-0.0164842,-18.4159,45.9199,24.41255,1029.47
5.720031738,19.69542,-99.44683,177.9928,0.136716,-0.8377423,-0.01395749,2.312603,48.86813,25.73137,1029.47
5.740199566,36.85986,-112.4254,179.3963,0.1661667,-0.7929654,-0.01098282,2.312603,48.86813,25.73137,1029.47
5.760367393,70.07736,-131.4126,162.1268,0.1208026,-0.6912876,0.04656585,2.312603,48.86813,25.73137,1029.466
5.780534744,112.3093,-140.6659,136.0699,0.1229382,-0.682467,0.0926033,12.44963,47.56221,23.65888,1029.466
5.800702572,144.1067,-150.4599,142.8435,0.09595986,-0.726101,0.2233258,12.44963,47.56221,23.65888,1029.466
5.820869923,182.3254,-173.7132,164.0795,0.1485603,-0.6955459,0.2328159,21.40932,46.6688,18.04577,1029.466
5.841037750,195.4148,-191.1382,175.2467,0.0637319,-0.7577316,0.5545485,21.40932,46.6688,18.04577,1029.469
5.861205101,151.4541,-165.7819,161.2724,-0.02876064,-0.9714036,0.5936114,30.47028,47.77727,4.771479,1029.469
5.878851891,160.345,-155.2067,134.0561,-0.08164135,-0.9110312,0.6338453,30.47028,47.77727,4.771479,1029.469
5.899019241,137.6237,-145.1723,105.5583,-0.06732584,-0.9389653,0.7307604,30.47028,47.77727,4.771479,1029.467
5.919186592,104.9002,-146.4942,117.6409,-0.06520569,-0.8947855,0.7423311,36.96719,43.91842,-10.02503,1029.467
5.939354420,84.03119,-157.0093,116.4204,-0.1109252,-0.8229566,0.7688373,36.96719,43.91842,-10.02503,1029.469
5.959522247,72.85578,-171.0093,94.87926,-0.2385274,-0.7766693,0.7646465,37.67701,38.02326,-20.85423,1029.469
5.979689598,62.11257,-172.4514,73.094,-0.3623402,-0.8363461,0.7620512,37.67701,38.02326,-20.85423,1029.47
5.999857426,42.60192,-155.1466,66.38145,-0.4194033,-0.8620886,0.7492741,37.67701,38.02326,-20.85423,1029.47
6.020024776,21.42421,-136.1594,65.95429,-0.3751183,-0.8030451,0.7636954,36.83082,31.67793,-28.57829,1029.47
6.040192604,6.852966,-128.3482,59.97403,-0.2710714,-0.7630469,0.8005559,36.83082,31.67793,-28.57829,1029.47
6.060359478,-0.4944002,-137.7217,37.15138,-0.2183315,-0.712554,0.8104745,32.03688,25.9717,-33.22713,1029.47
6.080527306,-5.557292,-148.417,16.58658,-0.2439422,-0.7359188,0.8620158,32.03688,25.9717,-33.22713,1029.47
6.100694656,-18.89369,-148.1766,13.35236,-0.2520438,-0.7657341,0.813098,32.03688,25.9717,-33.22713,1029.47
6.120862484,-25.62363,-138.9234,23.42118,-0.2553669,-0.7506465,0.8544292,28.65727,23.33624,-36.46394,1029.47
6.141029835,-21.30165,-132.9749,22.62787,-0.16783,-0.7425514,0.8895929,28.65727,23.33624,-36.46394,1029.471
6.161197662,-9.323588,-149.2582,-6.114023,-0.07269484,-0.7231554,0.9274335,22.17047,21.69477,-38.39952,1029.471
6.178844452,-2.65539,-167.8849,-53.34593,-0.1100681,-0.7607677,0.9226602,22.17047,21.69477,-38.39952,1029.473
6.199011326,30.93257,-203.3957,-163.6758,0.03394788,-0.8663681,1.296703,22.17047,21.69477,-38.39952,1029.473
6.219179153,-3.334558,-197.988,-170.6324,-0.03166503,-0.8298776,0.8798978,17.56345,20.89162,-39.9049,1029.471
6.239346504,6.729481,-234.4602,-231.3504,-0.01141421,-0.7347969,0.8930952,17.56345,20.89162,-39.9049,1029.471
6.259514332,1.481362,-242.9925,-274.3107,0.132707,-0.8717813,0.9523255,8.74014,20.39485,-41.35603,1029.474
6.279682159,-12.84292,-198.9494,-253.868,0.1951104,-0.8393339,0.9367914,8.74014,20.39485,-41.35603,1029.474
6.299849510,-8.212222,-185.8506,-260.7026,0.446559,-0.7263265,1.000245,-3.218216,19.43882,-40.75655,1029.472
6.320017338,-7.780024,-183.6274,-266.9879,0.6046353,-0.7096776,0.8953695,-3.218216,19.43882,-40.75655,1029.472
6.340184688,-12.59594,-212.9494,-271.9308,0.7784189,-0.4600234,0.8630987,-3.218216,19.43882,-40.75655,1029.474
6.360352516,6.914709,-221.5417,-299.6964,0.7449039,-0.4761212,0.7564982,-13.99497,16.9832,-39.19374,1029.474
6.380519867,5.124174,-219.7992,-285.9662,0.8009011,-0.4321961,0.6996934,-13.99497,16.9832,-39.19374,1029.472
6.400687694,8.087817,-206.6404,-270.6494,0.7536717,-0.2399317,0.5458962,-24.75755,13.3084,-35.78841,1029.472
6.420854568,12.34805,-197.0266,-248.4369,0.8286083,-0.163572,0.4908063,-24.75755,13.3084,-35.78841,1029.469
6.441022396,17.10223,-180.1424,-226.1024,0.9121274,-0.1333248,0.4429537,-24.75755,13.3084,-35.78841,1029.469
6.461189747,9.199183,-163.1381,-187.7799,0.9367275,-0.1044427,0.3727087,-32.69065,5.886169,-30.20128,1029.469
6.478836536,1.66659,-156.7089,-163.9809,0.9969865,-0.05365502,0.3184761,-32.69065,5.886169,-30.20128,1029.469
6.499004364,-16.85618,-150.8204,-152.1424,1.012562,-0.07036234,0.2674937,-39.09037,-1.11451,-25.92592,1029.467
6.519171238,-27.29068,-160.7947,-151.105,1.02128,-0.01241624,0.2764834,-39.09037,-1.11451,-25.92592,1029.467
6.539339542,-38.15737,-165.4213,-154.6443,0.9572565,-0.02844875,0.2523139,-42.11647,-6.189116,-21.11441,1029.469
6.559506416,-59.89076,-164.0994,-153.3018,0.9520518,0.0602164,0.1784433,-42.11647,-6.189116,-21.11441,1029.469
6.579674244,-60.32296,-162.7776,-153.729,0.8763186,0.08859701,0.06785358,-42.11647,-6.189116,-21.11441,1029.467
6.599841595,-77.17867,-160.0737,-139.3885,0.819054,0.2156109,0.04967031,-44.72001,-10.89525,-15.39318,1029.467
6.620009422,-87.11923,-161.3355,-120.9596,0.7916582,0.300992,0.06831581,-44.72001,-10.89525,-15.39318,1029.464
6.640177250,-100.2087,-157.9707,-103.8121,0.7615837,0.3881527,0.001098535,-45.85097,-13.62896,-10.06741,1029.464
6.660344601,-104.4689,-165.6016,-94.84167,0.776944,0.4830939,0.01910465,-45.85097,-13.62896,-10.06741,1029.466
6.680512428,-113.4833,-161.9364,-102.8357,0.7133487,0.5371819,-0.06194602,-45.85097,-13.62896,-10.06741,1029.466
6.700679779,-114.7182,-169.2668,-86.48149,0.6799815,0.6523321,-0.01613795,-47.40355,-15.70256,-3.331074,1029.466
6.720847607,-115.0886,-177.8592,-79.15872,0.6216767,0.6872715,0.02835999,-47.40355,-15.70256,-3.331074,1029.465
6.741014957,-104.2219,-184.709,-85.99331,0.5682129,0.7191488,-0.04976127,-47.42957,-17.29815,2.478579,1029.465
6.761182785,-90.76204,-173.6531,-110.4026,0.4151027,0.7254943,-0.09541565,-47.42957,-17.29815,2.478579,1029.467
6.781349659,-80.01883,-161.2754,-117.2982,0.3080983,0.7397146,-0.1127833,-47.42957,-17.29815,2.478579,1029.467
6.798996448,-71.68359,-163.1982,-111.8061,0.2437005,0.7189044,-0.1462248,-45.55088,-18.87033,8.772282,1029.466
6.819164276,-76.12905,-149.4985,-108.938,0.1024106,0.7663609,-0.1470512,-45.55088,-18.87033,8.772282,1029.466
6.839331627,-77.61087,-146.7346,-106.0699,0.06290115,0.682975,-0.1499182,-43.58821,-22.35475,13.24829,1029.467
6.859499454,-91.99689,-129.7302,-104.7884,-0.07942943,0.7143142,-0.194523,-43.58821,-22.35475,13.24829,1029.467
6.879666328,-110.0875,-122.4598,-92.52278,-0.2284799,0.752552,-0.3094504,-39.26632,-25.34177,16.4288,1029.464
6.899834633,-123.9178,-144.1509,-90.50902,-0.2535204,0.7346044,-0.3123191,-39.26632,-25.34177,16.4288,1029.464
6.920001507,-157.6292,-141.5071,-61.88917,-0.1663091,0.6041486,-0.1855522,-39.26632,-25.34177,16.4288,1029.466
6.940169334,-179.1774,-143.55,-28.57054,-0.1953731,0.6359946,-0.1173935,-35.75759,-28.77926,19.52429,1029.466
6.960336685,-209.246,-145.8333,-20.8206,-0.2392039,0.670193,-0.02027306,-35.75759,-28.77926,19.52429,1029.468
6.980504513,-247.403,-126.786,-34.12364,-0.2603514,0.8272032,0.09354245,-32.90573,-32.88904,20.86874,1029.468
7.000671864,-268.3954,-96.38245,-54.87151,-0.2942505,0.9616813,0.1996,-32.90573,-32.88904,20.86874,1029.469
7.020839691,-257.0348,-91.69573,-62.31633,-0.1915904,1.048572,0.2620734,-32.90573,-32.88904,20.86874,1029.469
7.041007042,-226.5957,-98.42537,-65.06238,-0.1526833,1.152083,0.3425785,-30.33981,-39.66873,16.40592,1029.471
7.061174870,-202.2074,-99.44683,-55.29867,-0.163837,1.188466,0.4282568,-30.33981,-39.66873,16.40592,1029.471
7.081341743,-184.302,-98.42537,-33.45239,-0.1286399,1.180174,0.4479622,-25.70375,-47.01151,6.078839,1029.47
7.098988533,-161.0251,-100.0477,-24.66506,-0.1015898,1.240912,0.5038706,-25.70375,-47.01151,6.078839,1029.47
7.119156361,-143.5519,-106.1765,7.18902,0.001774878,1.202809,0.5684874,-25.70375,-47.01151,6.078839,1029.474
7.139323711,-137.3777,-115.8503,45.75564,0.04449316,1.328665,0.7073887,-23.96086,-49.841,-3.409523,1029.474
7.159491539,-135.3402,-138.8633,87.00728,0.1006914,1.317285,0.7348078,-23.96086,-49.841,-3.409523,1029.472
7.179659367,-131.8208,-156.1681,123.4381,0.1541608,1.327002,0.7385448,-25.06296,-49.02219,-8.801664,1029.472
7.199826717,-113.0511,-159.2926,152.241,0.2642857,1.362714,0.7290059,-25.06296,-49.02219,-8.801664,1029.475
7.219994545,-88.47756,-171.49,188.5498,0.3974456,1.315621,0.6781846,-29.85091,-44.12906,-10.17162,1029.475
7.240161419,-72.30101,-188.0738,219.7936,0.5377779,1.233307,0.7101079,-29.85091,-44.12906,-10.17162,1029.473
7.260329723,-56.12446,-211.6275,252.1359,0.6313128,1.156314,0.7058227,-29.85091,-44.12906,-10.17162,1029.473
7.280496597,-44.64034,-231.2156,286.675,0.7344952,1.094065,0.6555566,-37.04724,-37.46588,-7.077452,1029.474
7.300664425,-21.30165,-248.4603,315.4779,0.7776845,1.007545,0.5857812,-37.04724,-37.46588,-7.077452,1029.474
7.320831776,-6.174717,-258.735,330.5506,0.8143563,0.8264654,0.4763179,-44.37219,-28.62139,0.5924454,1029.472
7.340999603,2.160531,-266.6063,342.9993,0.8111678,0.6896481,0.3889251,-44.37219,-28.62139,0.5924454,1029.472
7.361166954,3.518867,-269.2501,364.4184,0.745901,0.5414418,0.2543058,-44.37219,-28.62139,0.5924454,1029.475
7.381334782,13.58291,-256.6921,388.4615,0.6749911,0.4250616,0.1850153,-48.05602,-15.12471,11.01781,1029.475
7.398981094,-8.212222,-238.3658,413.2979,0.6605625,0.3290121,0.03621767,-48.05602,-15.12471,11.01781,1029.474
7.419148445,-8.953133,-220.2799,447.1048,0.5927814,0.2199881,0.01534878,-45.89671,-0.8374758,21.0489,1029.474
7.439316273,-0.8648556,-201.6532,450.6441,0.4094459,0.1632252,-0.1470748,-45.89671,-0.8374758,21.0489,1029.477
7.459483623,5.926827,-165.0608,420.6818,0.3491128,0.008577404,-0.1143746,-45.89671,-0.8374758,21.0489,1029.477
7.479651451,61.68037,-137.3611,393.2213,0.2956228,-0.1648126,-0.2861751,-37.19717,13.21988,28.57067,1029.477
7.499818802,53.83907,-107.6786,398.7134,0.1744383,-0.1191756,-0.3106289,-37.19717,13.21988,28.57067,1029.474
7.519986629,98.60243,-83.88454,356.3634,0.1091796,-0.2022728,-0.1958206,-25.60165,24.00459,32.06617,1029.474
7.540153503,129.3502,-84.84592,295.4623,0.04073152,-0.2831616,-0.1620418,-25.60165,24.00459,32.06617,1029.475
7.560321808,185.6595,-68.68276,221.4413,-0.0107596,-0.3599741,-0.115099,-12.63081,31.43675,31.05771,1029.475
7.580488682,231.1637,-40.14188,200.9375,-0.09033848,-0.4479936,-0.06992361,-12.63081,31.43675,31.05771,1029.472
7.600656509,271.7903,-25.06027,201.7918,-0.07728633,-0.6097934,0.2320912,-12.63081,31.43675,31.05771,1029.472
7.620823860,268.518,-23.6783,224.1263,0.05522937,-0.7369624,0.3580912,-3.826116,35.10042,26.33449,1029.471
7.640991688,282.5953,-9.137465,257.3228,-0.09272604,-0.6399113,0.4919766,-3.826116,35.10042,26.33449,1029.471
7.661159038,312.0465,-4.570924,259.9468,-0.1870441,-0.6490582,0.5981576,1.537991,39.48799,19.82709,1029.471
7.681326866,331.9893,6.244569,213.6913,-0.2611914,-0.6921381,0.6824346,1.537991,39.48799,19.82709,1029.471
7.698973179,343.9057,20.06437,155.0481,-0.2035413,-0.7517822,0.8217375,1.537991,39.48799,19.82709,1029.471
7.719140530,331.7424,24.75108,143.6367,-0.01420866,-0.7313836,0.9843621,8.454672,44.64693,9.70608,1029.471
7.739308357,262.035,28.47642,169.8157,0.1089776,-0.6655332,1.146811,8.454672,44.64693,9.70608,1029.468
7.759475708,241.4747,-35.51525,181.6542,0.0503637,-0.7075193,1.248045,16.97765,49.99409,-6.726452,1029.468
7.779643536,265.1839,-95.00047,127.7707,-0.0568924,-0.6705289,1.336361,16.97765,49.99409,-6.726452,1029.468
7.799810886,278.8907,-119.9362,76.87743,-0.1175316,-0.6568339,1.312357,28.1455,45.84723,-22.27342,1029.468
7.819978714,264.3813,-113.9276,77.54869,-0.05052274,-0.673905,1.345475,28.1455,45.84723,-22.27342,1029.469
7.840146065,218.877,-111.5842,100.4324,-0.08002886,-0.6813977,1.310005,28.1455,45.84723,-22.27342,1029.469
7.860313892,135.4628,-135.7989,95.42847,-0.1041962,-0.6416854,1.330091,32.94812,34.35264,-35.34312,1029.469
7.880480766,130.9555,-160.0737,73.82628,-0.1495355,-0.6096759,1.302663,32.94812,34.35264,-35.34312,1029.469
7.900648594,115.0877,-159.1724,59.30278,-0.1042655,-0.464904,1.305417,30.71521,21.14432,-42.34978,1029.472
7.920815945,95.39182,-169.387,68.0901,-0.07450149,-0.3873327,1.336602,30.71521,21.14432,-42.34978,1029.472
7.940983772,83.72247,-186.6918,72.97195,-0.0497538,-0.3062014,1.391494,30.71521,21.14432,-42.34978,1029.474
7.961151123,75.51071,-211.6876,67.60192,0.02691468,-0.2618186,1.424994,25.32147,12.42887,-47.4977,1029.474
7.981318951,76.31336,-226.589,66.86964,0.1315108,-0.1897963,1.421527,25.32147,12.42887,-47.4977,1029.472
7.998965740,69.83039,-235.662,77.85381,0.1734797,-0.1453011,1.476163,17.36712,7.012624,-49.95844,1029.472
8.019132614,64.39705,-250.323,78.8912,0.1869997,-0.1285216,1.428307,17.36712,7.012624,-49.95844,1029.472
8.039300442,54.20952,-268.2887,64.73383,0.2235305,-0.2064434,1.41033,17.36712,7.012624,-49.95844,1029.472
8.059467793,36.24243,-279.5849,51.73591,0.2328179,-0.2564613,1.371643,7.055856,3.040842,-51.09816,1029.476
8.079635620,5.679857,-287.1557,45.08439,0.2545144,-0.291189,1.334768,7.055856,3.040842,-51.09816,1029.476
8.099802971,-26.17931,-284.572,33.2459,0.3231667,-0.2676076,1.244748,-4.039291,0.5801308,-49.54131,1029.474
8.119970799,-53.2843,-284.1514,13.77952,0.3711309,-0.2584118,1.144229,-4.039291,0.5801308,-49.54131,1029.474
8.140138149,-77.24042,-287.6965,-0.4388719,0.4359572,-0.2305496,1.007966,-15.70292,0.6917443,-44.82143,1029.472
8.160305977,-99.22077,-300.0742,-4.222306,0.5116361,-0.2113234,0.8802344,-15.70292,0.6917443,-44.82143,1029.472
8.180472851,-115.2738,-327.3533,-10.38564,0.4781333,-0.238642,0.6797786,-15.70292,0.6917443,-44.82143,1029.471
8.200641155,-143.5519,-285.5935,-18.86786,0.5689669,-0.2047014,0.7627964,-25.57094,3.879209,-38.61832,1029.471
8.220808029,-174.6085,-296.5892,-51.08807,0.6310024,-0.3036645,0.513299,-25.57094,3.879209,-38.61832,1029.469
8.240975857,-196.2184,-294.0656,-84.40671,0.6888692,-0.233805,0.4927649,-34.71865,8.83218,-28.40596,1029.469
8.261143208,-237.2154,-281.087,-114.7352,0.7101554,-0.2148962,0.2949039,-34.71865,8.83218,-28.40596,1029.467
8.281311035,-258.0844,-277.1213,-135.361,0.6786906,-0.03773782,0.1736398,-34.71865,8.83218,-28.40596,1029.467
8.298957825,-273.0261,-262.4604,-170.2052,0.5876473,0.1108097,0.07861626,-41.94495,12.72275,-16.37784,1029.467
8.319124699,-270.9886,-247.4388,-206.0868,0.5838781,0.1968442,0.02737295,-41.94495,12.72275,-16.37784,1029.468
8.339292526,-289.5731,-233.0783,-189.1224,0.5746499,0.2671369,-0.2109697,-46.41108,13.57401,-3.441488,1029.468
8.359459877,-278.2125,-255.0698,-191.4413,0.4823587,0.1905391,-0.06714511,-46.41108,13.57401,-3.441488,1029.464
8.379627704,-299.1432,-226.1684,-201.205,0.3140116,0.2741735,-0.04024817,-46.41108,13.57401,-3.441488,1029.464
8.399795055,-323.7168,-190.4772,-209.9313,0.2427555,0.3090495,-0.06237962,-48.3268,8.84868,8.187338,1029.462
8.419962883,-317.7895,-154.0651,-215.9116,0.1627102,0.4098725,0.01580256,-48.3268,8.84868,8.187338,1029.462
8.440130234,-312.7883,-106.3567,-227.0788,0.09292743,0.5145605,0.06707399,-46.67524,0.6947906,18.42743,1029.465
8.460297108,-320.074,-74.99181,-223.1733,0.03816874,0.5341136,0.003160856,-46.67524,0.6947906,18.42743,1029.465
8.480465412,-374.0987,-73.91026,-224.5158,-0.1076576,0.6579469,0.08889015,-43.6968,-10.33762,21.86208,1029.465
8.500632286,-384.101,-88.45108,-212.4332,-0.1518892,0.8186033,0.2326369,-43.6968,-10.33762,21.86208,1029.465
8.520800114,-383.7923,-77.27507,-180.3961,-0.02004861,0.9488735,0.3887732,-43.6968,-10.33762,21.86208,1029.463
8.540967464,-388.7317,-65.25786,-119.8612,0.06621545,0.9795702,0.5445731,-40.06497,-25.00696,18.2126,1029.463
