Time (s),X (g),Y (g),Z (g)
10.940901756,-0.3764178,0.1622894,-0.07468826
10.961069107,-0.2557871,-0.06259266,0.03923482
10.981236935,-0.2817032,-0.1090592,0.1126505
11.001404285,-0.1955898,-0.01826191,-0.05820188
11.021572113,-0.1967351,-0.07457632,-0.2895831
11.041738987,-0.2327197,0.04813951,-0.1220315
11.059385777,-0.2363677,0.05172449,0.01494372
11.079553604,-0.2614819,0.1450533,-0.06292456
11.099720955,-0.2244129,0.1653905,-0.1761352
11.119887829,-0.2170119,0.2406766,-0.2338262
11.140056133,-0.2310013,0.2248237,-0.1040035
11.160223007,-0.2156102,0.1533642,-0.07566863
11.180390835,-0.1131897,0.1810063,0.1375035
11.200558186,-0.1750133,0.1603292,0.2457845
11.220726013,-0.1877702,0.01900721,0.2535082
11.240893364,-0.08533376,-0.01962489,0.08413815
11.261060715,-0.1813475,-0.01799816,-0.05562711
11.281228542,-0.004559398,-0.03900874,-0.2102975
11.301395416,-0.09371436,-0.1861116,0.1923226
11.321563244,-0.07000062,-0.09079844,0.1586909
11.341730594,-0.09844199,-0.05214387,-0.02818722
11.359377384,-0.1031461,-0.04936969,0.004515588
11.379545212,-0.005534433,-0.2199867,0.01185626
11.399712086,0.1005825,-0.2432599,-0.03272545
11.419880390,-0.01316071,-0.2048981,0.1939936
11.440047264,-0.09501018,-0.2718424,0.3005241
11.460214615,-0.1029525,-0.2851195,0.3032267
11.480382442,-0.2004334,-0.3216851,0.3612382
11.500549793,-0.2369247,-0.3713713,0.3811399
11.520717621,-0.2401935,-0.3713139,0.4075894
11.540884495,-0.2739668,-0.3124217,0.3523862
11.561052799,-0.2924751,-0.3501175,0.08620891
11.581219673,-0.2689758,-0.723645,-0.125571
11.601387024,-0.1325251,-0.8932493,-0.4772246
11.621554851,-0.2223269,-0.6505541,-0.4016204
11.641722202,-0.276437,-0.4447865,-0.2526
11.659368515,-0.2519947,-0.3278046,-0.1625965
11.679536343,-0.3750839,-0.2605085,-0.023554
11.699703693,-0.3915545,-0.1906967,0.08375889
11.719871521,-0.4777402,0.04101515,0.1300991
11.740038872,-0.5551915,-0.1269764,0.1880065
11.760206222,-0.5741513,-0.1723359,0.1515879
11.780374050,-0.4861614,-0.307557,0.0368374
11.800540924,-0.4419017,-0.275876,-0.1443482
11.820708752,-0.4851213,-0.1625628,-0.2119972
11.840876102,-0.5289696,-0.08290792,-0.2795517
11.861043930,-0.5724608,-0.04908699,-0.2958655
11.881211281,-0.5622501,-0.02733004,-0.3215332
11.901378632,-0.6359878,-0.04724371,-0.3171957
11.921546459,-0.7005682,-0.03366053,-0.3368872
11.941713333,-0.6488979,-0.01514888,-0.4491433
11.959360123,-0.6267717,-0.09304863,-0.4433494
11.979527950,-0.6331065,0.08805484,-0.3236017
11.999695301,-0.5900747,0.1807849,-0.2562114
12.019863129,-0.5389328,0.2669762,-0.1560773
12.040030479,-0.4601471,0.3581344,0.02775723
12.060197353,-0.3569665,0.2786811,-0.009447992
12.080365181,-0.252529,0.09217091,-0.08880812
12.100532532,-0.2550164,-0.005694553,-0.1465055
12.120700359,-0.3357938,-0.1321905,-0.1138728
12.140867710,-0.5839401,-0.1976754,-0.03043127
12.161035538,-0.7646275,-0.1852314,0.07564807
12.181202889,-0.7227327,-0.1269878,0.3182247
12.201369762,-0.5005352,-0.1191237,0.43453
12.221537590,-0.3755127,-0.066188,0.5192522
12.241704941,-0.271943,0.02118237,0.6752887
12.259351730,-0.2429198,0.1132218,0.7843488
12.279519558,-0.2444658,0.0852506,0.941528
12.299686432,-0.1828623,0.165849,0.9928699
12.319853783,-0.08371919,0.1701099,0.8831177
12.340021610,-0.08754759,0.117983,0.6870936
12.360188961,-0.0924051,0.04768762,0.5322424
12.380356788,-0.1005276,0.07994151,0.5360565
12.400524139,-0.09549124,0.1920049,0.4783192
12.420691967,-0.07265396,0.2434686,0.4637907
12.440859318,-0.09705128,0.3313164,0.4286508
12.461026192,-0.1678501,0.4069716,0.3806162
12.481194019,-0.2373809,0.3568105,0.2989328
12.501361370,-0.2892916,0.3965297,0.3474028
12.521529198,-0.3021328,0.5510696,0.3596249
12.541696548,-0.3738719,0.7454529,0.4128239
12.559342861,-0.3752894,0.8072966,0.5270385
12.579510212,-0.3990784,0.7695894,0.7331519
12.599678039,-0.6485009,0.6804048,0.8935371
12.619845390,-0.8779567,0.6907988,0.9919472
12.640013218,-0.9378943,0.4419947,1.069674
12.660180569,-0.7936,0.05018485,0.9689013
12.680348396,-0.6389494,-0.1959717,0.8845772
12.700515270,-0.7234213,-0.4973662,0.5556982
12.720682621,-0.6278639,-0.6219894,0.2444031
12.740850449,-0.6236569,-0.6327204,0.03230083
12.761017799,-0.7288179,-0.5300207,-0.1160666
12.781185627,-0.7825726,-0.4971354,-0.2417949
12.801352978,-0.8542197,-0.4507346,-0.3308031
12.821519852,-0.8729051,-0.4519346,-0.4412201
12.841688156,-0.9358695,-0.4424291,-0.5307482
12.859334469,-0.9803228,-0.5084891,-0.488451
12.879501820,-0.9631957,-0.5781548,-0.5920088
12.899669647,-0.974766,-0.6056794,-0.6386451
12.919836998,-1.026642,-0.673774,-0.6950982
12.940003872,-1.09512,-0.6261069,-0.4134035
12.960171700,-1.237462,-0.5096072,-0.3398043
12.980339050,-1.406767,-0.5229088,-0.2353089
13.000506878,-1.47528,-0.5187041,0.04977828
13.020674229,-1.500489,-0.4043722,0.2031684
13.040841579,-1.360871,-0.3030746,0.5428551
13.061009407,-1.157232,0.05275905,0.8074191
13.081176281,-0.7655656,0.3321925,1.072466
13.101344109,-0.3404379,0.4772815,1.351133
13.121511459,-0.05846952,0.5316838,1.389921
13.141679287,-0.07204209,0.3818645,1.318576
13.159326077,-0.2533296,0.3193058,1.258039
13.179492950,-0.3549185,0.5242777,1.182127
13.199660301,-0.4699057,0.7367592,1.131268
13.219828129,-0.5187408,1.14155,1.04064
13.239995480,-0.5460128,1.268803,0.8189923
13.260163307,-0.6786913,1.281225,0.6692438
13.280330658,-1.011771,0.8480173,0.4030416
13.300497532,-1.219298,0.5182879,0.4364044
13.320665836,-1.126491,0.2149065,0.6302967
13.340832710,-0.802862,-0.7220224,0.8007163
13.361000538,-0.6807608,-1.113776,0.09356916
13.381167888,-0.4960197,-1.262514,-0.6497134
13.401335239,-0.2472504,-1.157746,-0.7779228
13.421503067,-0.2741792,-0.7183359,-0.4092529
13.441670418,-0.2302007,-0.1416861,0.005258858
13.459316730,-0.1614681,0.04517996,0.1180819
13.479484558,-0.2808766,0.0352211,-0.054039
13.499651909,-0.4161749,-0.1519957,-0.2252121
13.519819260,-0.4242743,-0.5081754,-0.4245332
13.539987087,-0.8202213,-0.5317347,-0.6947611
13.560153961,-1.01231,-0.6155677,-0.8567921
13.580321789,-1.087578,-0.5093099,-0.6455721
13.600489139,-0.962815,-0.5553374,-0.4762583
13.620656490,-0.8331343,-0.5603069,-0.2210875
13.640824318,-0.7964391,-0.5218236,-0.06623596
13.660991669,-0.7719467,-0.4210373,0.100239
13.681158543,-0.6601758,-0.2467684,0.1818709
13.701326370,-0.5065396,-0.01006444,0.5514609
13.721493721,-0.2385071,0.1834267,0.5881103
13.741661549,-0.274498,0.2340053,0.6344107
13.759308338,-0.2399033,0.1936262,0.6699374
13.779475212,-0.1498537,0.1904438,0.6634626
13.799642563,-0.08508098,0.1929224,0.5071785
13.819810390,-0.06825063,0.1420477,0.4291499
13.839977741,-0.06720689,0.06366321,0.3739893
13.860145569,-0.1094574,0.09680851,0.3303877
13.880312920,-0.1093298,0.1002239,0.3280832
13.900479794,-0.1862427,0.2450222,0.2903693
13.920647621,-0.223401,0.5065228,0.353419
13.940814972,-0.2949656,0.6881896,0.3930439
13.960982800,-0.3494179,0.7684515,0.4421391
13.981150150,-0.4693848,0.7548333,0.4368135
14.001317501,-0.5780878,0.7264957,0.399951
14.021485329,-0.6581452,0.6500071,0.3098711
14.041652203,-0.7039213,0.5774944,0.3707495
14.061819553,-0.6765475,0.480543,0.38918
14.079466343,-0.6117197,0.4159911,0.4237534
14.099634171,-0.4861387,0.05640668,0.3098266
14.119801044,-0.1648832,0.04096353,0.2501391
14.139969349,-0.1135955,0.1096652,0.3586419
14.160136223,-0.0678829,-0.1459834,0.2190455
14.180303574,0.02689898,-0.4639171,-0.04760766
14.200471401,0.1081609,-0.6038666,-0.277325
14.220638752,0.04400995,-0.6196254,-0.3283388
14.240805626,-0.1453811,-0.5409615,-0.2420847
14.260973930,-0.313997,-0.4076304,-0.1759475
14.281140804,-0.4312493,-0.3903732,-0.2252747
14.301308632,-0.5675752,-0.357871,-0.2931736
14.321475983,-0.6409158,-0.4841037,-0.394739
14.341643333,-0.7740592,-0.5477849,-0.5079998
14.359289646,-0.8716982,-0.4841377,-0.4317948
14.379457474,-0.9259164,-0.4204974,-0.2811706
14.399624824,-0.9240839,-0.3869277,-0.1385761
14.419792175,-0.8871736,-0.3759756,-0.02737194
14.439960003,-0.8496613,-0.4773334,0.1162889
14.460127354,-0.9669403,-0.5473034,0.110454
14.480295181,-1.093091,-0.4915582,0.06231207
14.500462055,-1.094721,-0.4151301,0.1224787
14.520629406,-0.851156,-0.09573053,0.2930738
14.540797233,-0.6256124,0.006634444,0.3621618
14.560964584,-0.5361974,0.08054155,0.4391113
14.581131935,-0.4846427,0.1564501,0.5223821
14.601299763,-0.3859984,0.3375185,0.5299811
14.621466637,-0.2602578,0.3423407,0.566556
14.641634464,-0.1713089,0.1308509,0.5537024
14.661801815,-0.1732147,0.02060033,0.3886998
14.679448605,-0.04228024,0.08789256,0.3232626
14.699615478,-0.1103371,0.1557372,0.2660724
14.719783306,-0.06450681,-0.02710291,0.2654978
14.739950657,-0.07978129,0.02348681,0.31412
14.760118008,-0.09060955,0.007768646,0.32899
14.780285835,-0.1037957,0.0462615,0.3052323
14.800453186,-0.1583403,0.07714871,0.2889348
14.820620060,-0.1989925,0.05795862,0.2759061
14.840787888,-0.2328849,0.05237712,0.32262
14.860955238,-0.2470246,0.1094377,0.2729347
14.881123066,-0.3043774,0.2296338,0.2285648
14.901290417,-0.3482816,0.3456625,0.1337548
14.921457767,-0.4206314,0.4480591,0.1359611
14.941625595,-0.4624444,0.5672568,0.1340935
14.961792469,-0.4644599,0.6153589,0.08124033
14.979439259,-0.5561116,0.7018202,0.02109525
