Time (s),W,X,Y,Z
9.080448627,0.1620561,0.8155397,-0.119486,0.5394288
9.100616455,0.2181905,0.8179331,-0.1440797,0.5091627
9.120783806,0.2807049,0.8114949,-0.1653935,0.4816152
9.140951633,0.3479044,0.794006,-0.1834295,0.4598891
9.161118984,0.4181456,0.7673134,-0.1945257,0.4417821
9.181286812,0.4885051,0.7329606,-0.1992494,0.4255096
9.201454163,0.5480505,0.6993743,-0.2039362,0.4068829
9.219100475,0.5910875,0.6700998,-0.2144847,0.3901355
9.239268303,0.626942,0.6400615,-0.2321137,0.374187
9.259435654,0.6628743,0.6044052,-0.2405481,0.3661368
9.279603481,0.6966652,0.5675619,-0.2453188,0.3591341
9.299770832,0.7282848,0.5317148,-0.2460572,0.3506624
9.319938660,0.7600681,0.4945413,-0.2407136,0.3411889
9.340106010,0.7920357,0.4557985,-0.2285724,0.3306193
9.360272884,0.8209655,0.416748,-0.2115765,0.3227997
9.380440712,0.8445569,0.3775094,-0.193024,0.3218381
9.400608063,0.8636894,0.3415054,-0.1767331,0.3206361
9.420775890,0.8805478,0.308577,-0.1655955,0.3140407
9.440943241,0.8954163,0.2799749,-0.1562528,0.3034084
9.461111069,0.9092835,0.2556994,-0.1444462,0.2891094
9.481278419,0.9219189,0.2350989,-0.1283545,0.2737639
9.501446247,0.9334306,0.2183758,-0.1083216,0.2567359
9.519092560,0.9422935,0.2084461,-0.08904679,0.2394398
9.539259910,0.9511828,0.1999809,-0.06413249,0.2185716
9.559427738,0.9592056,0.1898964,-0.03185449,0.1986876
9.579595089,0.9650314,0.1805951,0.002758288,0.1808855
9.599762916,0.9687377,0.1734683,0.03639708,0.163581
9.619930267,0.9706,0.1694999,0.0678892,0.1456848
9.640098095,0.9705535,0.1689946,0.09775139,0.1286036
9.660264969,0.9687532,0.1715543,0.1272356,0.1119154
9.680432320,0.9655579,0.1730216,0.1570901,0.09854802
9.700600147,0.9610292,0.1748504,0.1869815,0.08669224
9.720767498,0.9550618,0.1780766,0.216683,0.0763002
9.740935326,0.947216,0.1841,0.2465858,0.06864367
9.761102676,0.9369803,0.1934064,0.2780002,0.06328822
9.781270504,0.9257883,0.202656,0.307729,0.06145653
9.801437378,0.9134514,0.2119518,0.3367929,0.06229996
9.819084167,0.9012294,0.2189187,0.3636856,0.0649658
9.839251995,0.8851394,0.2281898,0.3950402,0.07091238
9.859419346,0.8672118,0.2375496,0.4259741,0.08177797
9.879587173,0.8482101,0.2462985,0.4549796,0.09745659
9.899754524,0.8270122,0.2556193,0.483367,0.1170196
9.919921398,0.803368,0.2652796,0.5111641,0.1398764
9.940089226,0.777456,0.272333,0.5388934,0.1661877
9.960256577,0.7488254,0.2786207,0.5652294,0.1969115
9.980424404,0.7183943,0.2824942,0.5889472,0.2321106
10.000591755,0.6836349,0.2828857,0.6133783,0.27021
10.020759583,0.6460832,0.2786422,0.6384615,0.3064787
10.040926933,0.610042,0.2710118,0.6601198,0.3395156
10.061094761,0.574925,0.2622493,0.6791899,0.3688024
10.081261635,0.5395879,0.2538826,0.6960007,0.3957264
10.101429939,0.5042872,0.2440834,0.7124063,0.4185959
10.119076252,0.4720172,0.2356855,0.7262552,0.4368445
10.139243603,0.4309339,0.2308846,0.7380323,0.461437
10.159411430,0.3862215,0.2286139,0.7451686,0.4898164
10.179578781,0.3410161,0.2243792,0.7498575,0.5174003
10.199745655,0.2961016,0.2199231,0.7522991,0.5427994
10.219913483,0.25237,0.2174831,0.7508359,0.5673478
10.240080833,0.2093711,0.2184548,0.7436416,0.5933514
10.260248661,0.1689689,0.2221781,0.7300259,0.6211087
10.280416012,0.1321209,0.2273723,0.7115523,0.6489737
10.300583839,0.100209,0.2343048,0.6887488,0.6762487
10.320751190,0.07400579,0.2417765,0.6634367,0.7018166
10.340919018,0.04929885,0.247206,0.6358886,0.7271395
10.361085892,0.02251514,0.2489167,0.6082155,0.7511558
10.381253242,-0.004890482,0.2504189,0.5817401,0.7716686
10.401421070,-0.02941242,0.2527443,0.5578183,0.7878588
10.419067860,-0.04859974,0.2548529,0.5373598,0.80035
10.439234733,-0.06858815,0.2565261,0.5123659,0.8146158
10.459403038,-0.08653333,0.2566416,0.4884844,0.8274404
10.479569912,-0.1040039,0.256568,0.4654758,0.8386393
10.499737739,-0.1216528,0.2583551,0.4466603,0.8459169
10.519905090,-0.1383264,0.264922,0.4310439,0.8494181
10.540072918,-0.1533948,0.274515,0.4118375,0.8533047
10.560240269,-0.1676164,0.2864274,0.3907947,0.8566045
10.580407619,-0.179862,0.301838,0.3711877,0.8575493
10.600575447,-0.1901338,0.3190508,0.3505331,0.8577936
10.620742321,-0.1975317,0.3386585,0.3291744,0.8570668
10.640910149,-0.2013673,0.3618769,0.3029499,0.8563557
10.661077499,-0.201149,0.3896829,0.2685007,0.8556993
10.681245327,-0.1983712,0.4233052,0.2225634,0.853554
10.701412678,-0.193752,0.4632541,0.1688923,0.8461433
10.719058990,-0.187577,0.5018856,0.1182222,0.8340123
10.739227295,-0.1785519,0.5475973,0.05504443,0.813544
10.759394169,-0.1674789,0.5907216,-0.01043492,0.7870942
10.779561520,-0.1530288,0.6311387,-0.06954576,0.7550078
10.799729347,-0.1307663,0.6661214,-0.1182326,0.7223787
10.819896698,-0.106023,0.6868904,-0.1669461,0.6969197
10.840064526,-0.08700415,0.6978676,-0.2165976,0.6746289
10.860231876,-0.07332459,0.7019508,-0.2687224,0.65292
10.880399704,-0.06696022,0.7034534,-0.3194769,0.6286746
10.900566578,-0.0566869,0.7057047,-0.3580765,0.6059508
10.920733929,-0.03096668,0.7087715,-0.3837023,0.5882891
10.940901756,-0.005089482,0.7095695,-0.4055864,0.5732473
10.961069107,0.0167265,0.7093687,-0.4214937,0.5616822
10.981236935,0.02546192,0.706425,-0.442959,0.548389
11.001404285,0.01943711,0.6992897,-0.4718392,0.5334899
11.019050598,0.01295984,0.691986,-0.4974506,0.5197671
11.039218426,0.01503693,0.6844278,-0.5220867,0.505357
11.059385777,0.01619703,0.6771277,-0.5481859,0.4871915
11.079553604,0.008116145,0.6667371,-0.5788854,0.4657416
11.099720955,-0.002973727,0.6532747,-0.6082758,0.4470475
11.119887829,-0.00311525,0.6383615,-0.6307439,0.4373494
11.140056133,0.006368248,0.6243141,-0.6500258,0.4292848
11.160223007,0.01502644,0.6088839,-0.6714807,0.4180622
11.180390835,0.02909484,0.5941962,-0.6889142,0.4100111
11.200558186,0.04430602,0.5757432,-0.711677,0.3958538
11.220726013,0.05498287,0.5565003,-0.7400522,0.3690997
11.240893364,0.06109814,0.5375175,-0.7687488,0.3361468
11.261060715,0.06378404,0.5203545,-0.7940376,0.3021501
11.281228542,0.07064449,0.5047757,-0.8134851,0.2740082
11.301395416,0.08770352,0.4911644,-0.8263581,0.2546085
11.319042206,0.1016427,0.4791261,-0.8370966,0.236651
11.339210033,0.1164264,0.4644514,-0.8493689,0.2143124
11.359377384,0.1328844,0.4487655,-0.8608611,0.1910425
11.379545212,0.146503,0.4351912,-0.8707371,0.166102
11.399712086,0.1578112,0.4255192,-0.8776868,0.1425578
11.419880390,0.1715777,0.4158532,-0.8820705,0.1273047
11.440047264,0.1914672,0.4043132,-0.884734,0.1172373
11.460214615,0.223197,0.3921753,-0.8840253,0.1072776
11.480382442,0.2690272,0.3823132,-0.8766443,0.09789505
11.500549793,0.3260446,0.3745517,-0.8611879,0.09159055
11.520717621,0.3920988,0.3662216,-0.8373758,0.08700325
11.540884495,0.4657776,0.3570786,-0.8036191,0.07981062
11.561052799,0.5390798,0.3568696,-0.7573489,0.07132231
11.581219673,0.6051376,0.3714682,-0.6989801,0.06224083
11.601387024,0.6589422,0.3878729,-0.6393889,0.05620406
11.619033813,0.6982412,0.3869716,-0.5965239,0.05915064
11.639201641,0.7365306,0.3787878,-0.5539501,0.06171991
11.659368515,0.7673725,0.3769952,-0.5122413,0.05701327
11.679536343,0.7934,0.3811929,-0.468228,0.05097643
11.699703693,0.8163277,0.3873825,-0.4214036,0.05089512
11.719871521,0.8380966,0.3903184,-0.3722524,0.05745696
11.740038872,0.8578637,0.3923668,-0.3194711,0.06843917
11.760206222,0.8727621,0.3993411,-0.2632227,0.07844862
11.780374050,0.8797155,0.4170813,-0.2040345,0.08450584
11.800540924,0.8805929,0.438077,-0.1454153,0.09014702
11.820708752,0.8793954,0.452553,-0.08964322,0.1022314
11.840876102,0.8767259,0.4596077,-0.0371557,0.1239331
11.861043930,0.8730703,0.4582334,0.01019778,0.1558652
11.881211281,0.8670139,0.4532694,0.05577718,0.1906574
11.901378632,0.8612334,0.4404481,0.09926412,0.2259572
11.921546459,0.8581787,0.4147357,0.1373119,0.2632422
11.939192772,0.8567253,0.3837397,0.1635095,0.2977544
11.959360123,0.853444,0.3458579,0.1892384,0.3359048
11.979527950,0.8443914,0.3104161,0.2063729,0.3803717
11.999695301,0.8241035,0.2829939,0.2158794,0.4367967
12.019863129,0.7957953,0.2602199,0.2218689,0.4963841
12.040030479,0.7636898,0.2386988,0.2264048,0.5524211
12.060197353,0.7291737,0.2207184,0.2275419,0.6036896
12.080365181,0.6917424,0.2057383,0.222436,0.652927
12.100532532,0.647485,0.1903223,0.2109167,0.7047569
12.120700359,0.5926533,0.1664325,0.192606,0.7619662
12.140867710,0.5284449,0.128768,0.166468,0.8204147
12.161035538,0.4586538,0.07626041,0.133957,0.8732145
12.181202889,0.3842797,0.02307923,0.09137387,0.9165558
12.201369762,0.3095081,-0.02248647,0.04208832,0.9479214
12.221537590,0.2402233,-0.05946304,-0.003425845,0.9671466
12.239184380,0.185606,-0.08309516,-0.04425469,0.9763783
12.259351730,0.133411,-0.0992029,-0.09327401,0.9799427
12.279519558,0.09074941,-0.105268,-0.1382404,0.978877
12.299686432,0.05614796,-0.1031581,-0.1727747,0.9762082
12.319853783,0.03284663,-0.09028939,-0.1996328,0.9734184
12.340021610,0.01901389,-0.06585236,-0.222894,0.9706945
12.360188961,0.01412444,-0.03020356,-0.2491016,0.9661595
12.380356788,0.01595794,0.01291105,-0.2786072,0.958428
12.400524139,0.02119225,0.06234949,-0.3152698,0.9449317
12.420691967,0.02996604,0.1167837,-0.3550233,0.9252295
12.440859318,0.04282751,0.1767241,-0.397616,0.897476
12.461026192,0.05899124,0.2411371,-0.4421921,0.8599222
12.481194019,0.07706837,0.3057906,-0.4850138,0.8135979
12.501361370,0.09851469,0.3648622,-0.5193422,0.7642521
12.521529198,0.1262591,0.4154252,-0.5464766,0.7137725
12.539175987,0.1573706,0.4508599,-0.5666772,0.6689276
12.559342861,0.2030611,0.479205,-0.5870456,0.6173602
12.579510212,0.2649235,0.4930359,-0.603251,0.5651961
12.599678039,0.3490885,0.4866483,-0.6123414,0.5128118
12.619845390,0.4505575,0.4584872,-0.6130323,0.4556375
12.640013218,0.5534893,0.4203518,-0.6006954,0.3908271
12.660180569,0.6467547,0.3842261,-0.5760587,0.3144233
12.680348396,0.7263035,0.360543,-0.5348074,0.2304342
12.700515270,0.7890185,0.3529003,-0.4770994,0.1480351
12.720682621,0.8359011,0.3442812,-0.4144385,0.08722405
12.740850449,0.8716684,0.3277972,-0.3548385,0.05882215
12.761017799,0.9000685,0.3136858,-0.292503,0.05047125
12.781185627,0.9223604,0.302178,-0.2262491,0.05812484
12.801352978,0.9380652,0.2944214,-0.1561847,0.07472194
12.821519852,0.9456726,0.2915164,-0.08554249,0.100157
12.839166641,0.9449481,0.2936915,-0.02515808,0.1296638
12.859334469,0.9366196,0.2980391,0.038083,0.1705683
12.879501820,0.9195122,0.3071294,0.09429009,0.2188735
12.899669647,0.8947745,0.313132,0.1435684,0.2781049
12.919836998,0.863935,0.3062611,0.1845969,0.3498166
12.940003872,0.8238344,0.2880831,0.2155827,0.4341154
12.960171700,0.7683215,0.2642429,0.2296513,0.5326772
12.980339050,0.6959749,0.2264619,0.2260025,0.6402212
13.000506878,0.6086377,0.1700225,0.2096642,0.7438549
13.020674229,0.5101451,0.1065305,0.178498,0.8325674
13.040841579,0.4063469,0.04792992,0.1315592,0.9010571
13.061009407,0.3075151,-0.0009646794,0.06994503,0.9471896
13.081176281,0.2292631,-0.03682156,0.0003831477,0.9709323
13.101344109,0.1782851,-0.0531512,-0.06693479,0.9785379
13.121511459,0.1550767,-0.04038489,-0.1304996,0.976687
13.139158249,0.1553724,-0.003391081,-0.1810124,0.9693862
13.159326077,0.1699743,0.06688322,-0.2357377,0.9527277
13.179492950,0.1956439,0.1629827,-0.3001898,0.9174274
13.199660301,0.2303932,0.277994,-0.3757694,0.8515059
13.219828129,0.2732979,0.3893765,-0.442755,0.7578183
13.239995480,0.3278139,0.4754988,-0.4850106,0.6540875
13.260163307,0.3980891,0.5242637,-0.5045079,0.555672
13.280330658,0.4804475,0.5390333,-0.5184392,0.4543796
13.300497532,0.5743555,0.5183352,-0.5248957,0.3500795
13.320665836,0.6688337,0.4655499,-0.5090886,0.2708881
13.340832710,0.751165,0.4105904,-0.4702335,0.2065771
13.361000538,0.8168981,0.3752756,-0.4144647,0.1291956
13.381167888,0.8617425,0.3497406,-0.3558553,0.07124352
13.401335239,0.8876784,0.3314772,-0.3079682,0.0627142
13.421503067,0.9027399,0.3205342,-0.2680058,0.08437451
13.439149380,0.9118876,0.3153404,-0.2292875,0.1143512
13.459316730,0.919552,0.3118164,-0.1720127,0.1556718
13.479484558,0.9232048,0.3077353,-0.1028841,0.1975702
13.499651909,0.9198698,0.3038094,-0.02474776,0.2399044
13.519819260,0.9050894,0.302076,0.05438374,0.2885011
13.539987087,0.8761627,0.2999995,0.1265469,0.3506455
13.560153961,0.8375136,0.277497,0.1849705,0.4289282
13.580321789,0.7959191,0.2280952,0.2234215,0.5110728
13.600489139,0.7491122,0.1761526,0.2348902,0.5909779
13.620656490,0.6954783,0.1398973,0.2143202,0.668904
13.640824318,0.6342257,0.1129397,0.1683992,0.743822
13.660991669,0.563647,0.07467453,0.120513,0.8116831
13.681158543,0.484367,0.01933872,0.08827312,0.8682451
13.701326370,0.4061111,-0.03741346,0.06841324,0.9086368
13.721493721,0.3436279,-0.07417147,0.04097192,0.9334705
13.739140510,0.3018106,-0.08410974,0.01073351,0.9478124
13.759308338,0.2618357,-0.08541575,-0.01595346,0.959437
13.779475212,0.2322658,-0.07863153,-0.03388666,0.9671344
13.799642563,0.2114587,-0.05904111,-0.05282992,0.9724382
13.819810390,0.1974935,-0.02904788,-0.07095195,0.9755747
13.839977741,0.1886746,0.007838423,-0.08942316,0.9762026
13.860145569,0.185721,0.04963851,-0.1081197,0.9736434
13.880312920,0.1876356,0.09491147,-0.1274313,0.9675605
13.900479794,0.197082,0.1449813,-0.1494681,0.9562562
13.920647621,0.215856,0.1992038,-0.1751899,0.937902
13.940814972,0.2504255,0.2574058,-0.2079432,0.9079737
13.960982800,0.3024592,0.3167796,-0.244601,0.8631145
13.981150150,0.366795,0.370158,-0.2774057,0.8050575
14.001317501,0.4339768,0.4144181,-0.3047154,0.7373584
14.021485329,0.4997474,0.4510239,-0.3301011,0.6591588
14.039131641,0.558033,0.4738763,-0.3467136,0.5834871
14.059298992,0.6266438,0.4856702,-0.3568164,0.4906639
14.079466343,0.6945045,0.481366,-0.3560989,0.3946781
14.099634171,0.7555083,0.457154,-0.3475826,0.3098884
14.119801044,0.8072821,0.417829,-0.3367154,0.2386728
14.139969349,0.8484065,0.3778548,-0.3228413,0.1727224
14.160136223,0.8788701,0.3481722,-0.3019968,0.1085752
14.180303574,0.9017488,0.3281374,-0.2702034,0.05284427
14.200471401,0.9183308,0.3174063,-0.2289952,0.01051206
14.220638752,0.9294186,0.3143566,-0.1837342,-0.01518158
14.240805626,0.9358664,0.3184799,-0.1376294,-0.02025973
14.260973930,0.9397175,0.324423,-0.09057855,-0.01018332
14.281140804,0.941793,0.3281255,-0.04275208,0.01262397
14.301308632,0.9415398,0.3286407,0.005422171,0.04578515
14.321475983,0.9371408,0.3280432,0.05168252,0.09006262
14.339122772,0.9287819,0.3273256,0.08821931,0.1380833
14.359289646,0.9140822,0.3229696,0.1225516,0.2043356
14.379457474,0.8923596,0.3153429,0.1472531,0.2814195
14.399624824,0.8627141,0.3048046,0.1609867,0.3654163
14.419792175,0.8228239,0.287758,0.1651236,0.4577308
14.439960003,0.769192,0.2575406,0.1667652,0.557524
14.460127354,0.6985145,0.2124011,0.1694118,0.6594616
14.480295181,0.6126096,0.1528455,0.1726375,0.7537709
14.500462055,0.518555,0.08995046,0.1685363,0.8314036
14.520629406,0.4294286,0.03978886,0.1485285,0.8880171
14.540797233,0.3509182,0.006135104,0.1167829,0.9272582
14.560964584,0.284333,-0.01470247,0.08472913,0.9530933
14.581131935,0.2271343,-0.02494093,0.05118291,0.9704615
14.601299763,0.1773182,-0.03105121,0.02281456,0.9816827
14.621466637,0.140592,-0.0331728,0.005241928,0.9877923
14.639113426,0.1189245,-0.02796399,-0.009231361,0.990766
14.659280777,0.09945913,-0.0145546,-0.02646995,0.9928862
14.679448605,0.08255556,0.001589302,-0.03988328,0.9940921
14.699615478,0.06982116,0.01793296,-0.04868095,0.9945155
14.719783306,0.05927739,0.03262366,-0.05314288,0.9945981
14.739950657,0.04856529,0.0498186,-0.05736752,0.9942314
14.760118008,0.03852321,0.07224274,-0.06455637,0.992853
14.780285835,0.02941164,0.1017943,-0.07748536,0.9896447
14.800453186,0.02151701,0.1376574,-0.09081129,0.9843618
14.820620060,0.01580408,0.1774125,-0.1041991,0.9767523
14.840787888,0.01314757,0.2215083,-0.1215874,0.9657149
14.860955238,0.01488949,0.2706682,-0.1466322,0.9495491
14.881123066,0.02111837,0.324544,-0.1779806,0.9269173
14.901290417,0.03139966,0.377452,-0.2096046,0.8995762
14.921457767,0.04880895,0.4262363,-0.239776,0.8689507
14.939104080,0.07162543,0.4634189,-0.2670353,0.8399002
14.959271908,0.1071575,0.4990529,-0.3003291,0.8036749
14.979439259,0.1515491,0.5260834,-0.3346649,0.7647849
