Time (s),XX,XY,XZ,YX,YY,YZ,ZX,ZY,ZZ
4.381409645,0.9882209,-0.07990727,0.06020218,-0.002083559,0.5797116,0.8082545,-0.1000257,-0.8042975,0.5765991
4.401577473,0.9879297,-0.102187,0.01202529,0.05151501,0.5903699,0.7988009,-0.08906736,-0.7939109,0.5924792
4.419223785,0.9855931,-0.1185308,-0.03412579,0.09899045,0.5948356,0.7909582,-0.07358672,-0.7882667,0.6020096
4.439391136,0.9795904,-0.1371331,-0.09080188,0.1562404,0.6033266,0.7750945,-0.05137494,-0.7787021,0.6165065
4.459558964,0.9699287,-0.1537278,-0.1493987,0.2132188,0.6191621,0.7485023,-0.02213444,-0.7629454,0.6374797
4.479726314,0.9562215,-0.1606834,-0.2159317,0.267955,0.6424211,0.7102233,0.0254119,-0.741888,0.6616259
4.499894142,0.944278,-0.165113,-0.2606985,0.3018929,0.6671016,0.6727499,0.06392732,-0.7186581,0.6841674
4.520061493,0.9252173,-0.1618947,-0.3236942,0.340542,0.6892915,0.6304876,0.122552,-0.6980498,0.6973231
4.540229320,0.9020907,-0.1433624,-0.3909611,0.36501,0.7202395,0.5800174,0.2004273,-0.6701491,0.7065543
4.560397148,0.8779243,-0.1178431,-0.4502177,0.3707227,0.7572359,0.526599,0.281332,-0.633131,0.7130523
4.580564022,0.8504212,-0.09708595,-0.5048537,0.3702512,0.7917455,0.4732526,0.356675,-0.5929825,0.7138592
4.600732326,0.8214808,-0.07847472,-0.5538276,0.3629236,0.8225856,0.4234927,0.4256404,-0.5521787,0.7088039
4.620899200,0.7893817,-0.05409488,-0.6015661,0.3437313,0.8532377,0.3759456,0.4966456,-0.5065175,0.6966635
4.641067028,0.7490948,-0.01303627,-0.6533675,0.3019316,0.8872631,0.3299569,0.5795656,-0.4470618,0.673019
4.661234379,0.6987391,0.04021052,-0.7061793,0.2338056,0.9225185,0.2851799,0.6675635,-0.366573,0.6394727
4.681402206,0.6346272,0.09845421,-0.759295,0.139,0.953663,0.2408894,0.7529284,-0.2601067,0.5955508
4.701569557,0.561771,0.1504667,-0.8069934,0.03324974,0.97137,0.2050292,0.8202274,-0.1431862,0.5443413
4.719216824,0.4981378,0.1881305,-0.8404528,-0.05876105,0.9743953,0.1838041,0.8592445,-0.04293858,0.4997396
4.739383697,0.4290298,0.2315203,-0.8675785,-0.1687697,0.9633508,0.1738629,0.8819358,0.07148325,0.4552614
4.759552002,0.3632095,0.2704927,-0.8864071,-0.279563,0.9377307,0.1715677,0.8835884,0.1855387,0.4186621
4.779718876,0.2964802,0.3104997,-0.8983011,-0.3965231,0.8935509,0.1776643,0.8637849,0.303949,0.3900194
4.799886703,0.2293972,0.3441588,-0.9058914,-0.5031919,0.8357656,0.1895028,0.8281801,0.41312,0.3663784
4.820054054,0.1546728,0.3700566,-0.9117817,-0.59216,0.7699335,0.2112117,0.7858972,0.5082538,0.3391327
4.840221882,0.07990471,0.3851794,-0.915406,-0.6647701,0.7007231,0.2357893,0.7378429,0.5908914,0.3123832
4.860389233,0.01254211,0.3889709,-0.9174501,-0.7243131,0.6313178,0.2565249,0.6843855,0.6626736,0.2894526
4.880557060,-0.04955906,0.384859,-0.9181596,-0.7723464,0.5627461,0.276148,0.6281835,0.7243344,0.2686423
4.900724888,-0.1079542,0.3777691,-0.9163077,-0.8111345,0.4934868,0.2974197,0.5695525,0.7769737,0.2519478
4.920892239,-0.1656384,0.3695071,-0.9112633,-0.839408,0.4256417,0.3234314,0.5121822,0.8201696,0.2379944
4.941060066,-0.2311328,0.3612656,-0.9004881,-0.8631732,0.3435854,0.3575179,0.4430845,0.8616114,0.2302269
4.961227417,-0.2900149,0.3520625,-0.8872173,-0.8792782,0.2597252,0.3884789,0.3714464,0.894482,0.2315657
4.981395245,-0.3550374,0.345449,-0.8661773,-0.8845966,0.1660025,0.4266932,0.2951048,0.9193711,0.2434798
5.001562119,-0.4291973,0.3351955,-0.8364111,-0.8752446,0.06268758,0.4720691,0.2142113,0.9362406,0.2627732
5.019208908,-0.5000181,0.3159985,-0.8042104,-0.8522409,-0.02958262,0.5160084,0.1424599,0.9448408,0.2799067
5.039376736,-0.5823545,0.2845119,-0.7596703,-0.8088238,-0.1344554,0.567351,0.06204784,0.9461164,0.3036773
5.059544563,-0.6590111,0.246646,-0.7089218,-0.750566,-0.2281039,0.615965,-0.007416844,0.9391103,0.3302194
5.079711914,-0.7293346,0.2024844,-0.6521085,-0.6796301,-0.3095609,0.661527,-0.06594163,0.926561,0.3577412
5.099879742,-0.7888632,0.1559618,-0.5932509,-0.6030999,-0.3757012,0.7006485,-0.1119876,0.9112155,0.3844569
5.120047092,-0.837904,0.1205069,-0.5313206,-0.5276012,-0.4245177,0.7331711,-0.1358691,0.8951989,0.4130705
5.140214920,-0.8805842,0.09645846,-0.4631002,-0.4520412,-0.4617762,0.7607834,-0.1393729,0.8796751,0.4438562
5.160381794,-0.9172787,0.07283902,-0.3908149,-0.3744421,-0.4902196,0.7848819,-0.1335475,0.8665685,0.4704323
5.180549622,-0.9484013,0.04689734,-0.3130297,-0.2922308,-0.5113176,0.8061386,-0.1216063,0.8561886,0.4920259
5.200716972,-0.9724678,0.03101741,-0.2305612,-0.2117375,-0.5301508,0.8191081,-0.09637304,0.8454636,0.5154429
5.220884800,-0.9894085,0.02434166,-0.1428526,-0.1326324,-0.5507596,0.8222181,-0.0583784,0.832491,0.5414366
5.241052151,-0.9980721,0.01613743,-0.05982268,-0.05819374,-0.5770903,0.8128516,-0.02127576,0.8147723,0.5701779
5.261219978,-0.9998528,0.006919727,0.01567071,0.00825752,-0.6081298,0.792128,0.01500891,0.7921408,0.6012382
5.281387329,-0.9958594,0.006747203,0.09050207,0.06472839,-0.6473719,0.7578532,0.06361119,0.7605824,0.6375134
5.301555157,-0.9849888,0.02735781,0.1701393,0.1029504,-0.6993585,0.7058832,0.138192,0.7128264,0.6793045
5.319201469,-0.9668698,0.05650783,0.2484876,0.1238981,-0.7487174,0.649905,0.2226847,0.659192,0.7101707
5.339369297,-0.9351178,0.09393234,0.3410187,0.1336816,-0.7994418,0.5845248,0.3274848,0.5922134,0.7282719
5.359536648,-0.8926889,0.1304875,0.4305295,0.1305275,-0.841282,0.5235805,0.4305174,0.5235905,0.7272255
5.379704475,-0.8408942,0.1620583,0.515326,0.1193449,-0.8750979,0.4681004,0.5268592,0.4550805,0.7097808
5.399871826,-0.7797236,0.1910446,0.5950187,0.09829278,-0.9031489,0.4171418,0.6171579,0.3836283,0.6786917
5.420039654,-0.7054545,0.2207669,0.6720188,0.06546266,-0.9258744,0.371445,0.7043166,0.3058083,0.6319901
5.440207004,-0.6158288,0.2583468,0.7425768,0.01265959,-0.9412983,0.336751,0.7861317,0.2163757,0.5697279
5.460374832,-0.5124853,0.3021332,0.8017393,-0.05891638,-0.9461142,0.3178571,0.854751,0.1149773,0.4960744
5.480541706,-0.4004271,0.3426159,0.8474835,-0.1429872,-0.9392542,0.3113621,0.9028668,0.00245671,0.4186363
5.500710010,-0.281892,0.3710305,0.8820596,-0.2366505,-0.920206,0.3109329,0.9271944,-0.1225524,0.3409489
5.520877838,-0.1624979,0.3850501,0.9053627,-0.328954,-0.8885399,0.3186445,0.9272187,-0.2479546,0.2650488
5.541044712,-0.05103803,0.3906768,0.9156231,-0.4120602,-0.845571,0.337897,0.9062011,-0.3624081,0.1984339
5.561212540,0.05212116,0.3941475,0.913693,-0.4892036,-0.7894545,0.3688109,0.8665258,-0.4690302,0.1463284
5.581379890,0.1473897,0.3937677,0.9030416,-0.5671581,-0.7156574,0.4052756,0.805524,-0.5752075,0.1129627
5.601547718,0.2432641,0.3778679,0.8886239,-0.645881,-0.6206076,0.4417294,0.7178261,-0.6852029,0.08876294
5.619194508,0.3330719,0.3407292,0.8740565,-0.7097815,-0.5180886,0.4738606,0.6134178,-0.7824559,0.0655297
5.639361381,0.4344454,0.2690595,0.8539251,-0.7626356,-0.389246,0.512596,0.4690075,-0.8786209,0.03300193
5.659529686,0.5139469,0.1861578,0.8312594,-0.7880424,-0.2680933,0.5497075,0.3234749,-0.9426211,0.006415516
5.679696560,0.560236,0.1169734,0.8135903,-0.795792,-0.1726345,0.5756144,0.2057354,-0.9751585,-0.00569132
5.699864387,0.5895608,0.07132271,0.7978784,-0.7915003,-0.1041092,0.5971983,0.1233856,-0.9889548,-0.006661713
5.720031738,0.6146201,0.03714305,0.7810069,-0.7795275,-0.05142693,0.6191074,0.06073117,-0.9947751,-0.004118279
5.740199566,0.6424498,0.005941927,0.7590423,-0.7590652,0.0007581562,0.6458094,0.0007044971,-0.9966014,0.003829822
5.760367393,0.6724452,-0.01821154,0.7322607,-0.7304029,0.05497988,0.6755542,-0.0552181,-0.9947512,0.0228498
5.780534744,0.7046837,-0.02764976,0.7008269,-0.6941236,0.111805,0.7058278,-0.1005747,-0.9895636,0.05919831
5.800702572,0.7371939,-0.02767378,0.6663802,-0.6522147,0.1747683,0.7322217,-0.1394429,-0.9801872,0.1108887
5.820869923,0.7705001,-0.0287872,0.6273428,-0.6013147,0.2498093,0.753383,-0.1811304,-0.9635023,0.1758522
5.841037750,0.8078077,-0.03141239,0.5781578,-0.5351524,0.3358846,0.7692743,-0.2210543,-0.9365812,0.25589
5.861205101,0.8386579,-0.0396665,0.5316747,-0.4683193,0.416599,0.7730249,-0.2548108,-0.9029491,0.3328134
5.881372929,0.8641188,-0.04987457,0.4880966,-0.4047467,0.4842794,0.769183,-0.277319,-0.8677413,0.4008378
5.901539803,0.8854143,-0.05562158,0.4474716,-0.3487093,0.5388753,0.7600234,-0.2858783,-0.83435,0.4607396
5.919186592,0.9023101,-0.0675416,0.4104185,-0.2979839,0.5773615,0.75314,-0.290191,-0.807126,0.5041736
5.939354420,0.9195744,-0.08948536,0.3652786,-0.2355081,0.6138071,0.7462521,-0.2932099,-0.7773986,0.547033
5.959522247,0.9353627,-0.110915,0.3158178,-0.172221,0.6428977,0.7388785,-0.2870243,-0.7505328,0.5861903
5.979689598,0.9492041,-0.1289346,0.2631368,-0.1110903,0.6658828,0.7300845,-0.2711532,-0.7271453,0.6219296
5.999857426,0.9591746,-0.1460711,0.2131509,-0.05580611,0.6818216,0.7215689,-0.252301,-0.7088295,0.6502115
6.020024776,0.9648798,-0.1667291,0.1672012,-0.004161119,0.6901878,0.7156983,-0.2360879,-0.6960192,0.6697448
6.040192604,0.9675109,-0.1874413,0.1245712,0.04321752,0.6932682,0.7114005,-0.2208721,-0.6876222,0.6834011
6.060359478,0.9690334,-0.203118,0.08022739,0.08729249,0.6937358,0.706885,-0.2001834,-0.6826782,0.6945842
6.080527306,0.9700216,-0.2116856,0.03099022,0.1289943,0.6925088,0.7016957,-0.17068,-0.6813264,0.7036847
6.100694656,0.9691771,-0.216809,-0.02019083,0.1686752,0.6883131,0.697414,-0.1377043,-0.6839821,0.7082964
6.120862484,0.9649285,-0.2248049,-0.07157901,0.2101346,0.680957,0.6934003,-0.1072579,-0.6887839,0.7089055
6.141029835,0.9582493,-0.2332971,-0.1188363,0.2492302,0.6737036,0.6875452,-0.08021156,-0.6931137,0.7082635
6.161197662,0.9503993,-0.2361149,-0.1668418,0.2851979,0.6706802,0.6764482,-0.04741926,-0.6951041,0.7092625
6.181365013,0.9421075,-0.2248036,-0.2209005,0.3151687,0.6743826,0.659229,0.001524597,-0.6952536,0.7106907
6.201532841,0.9329736,-0.188799,-0.2843898,0.3324257,0.6896246,0.6344404,0.07756115,-0.6909244,0.7106823
6.219179153,0.9236639,-0.1443114,-0.3362209,0.3334592,0.706787,0.6146098,0.1505831,-0.684189,0.7054836
6.239346504,0.9026175,-0.08211925,-0.4070683,0.3307851,0.7299646,0.5882721,0.2510566,-0.66988,0.6905277
6.259514332,0.8679624,-0.005484402,-0.483747,0.3151963,0.759078,0.559094,0.3670047,-0.6417981,0.6649601
6.279682159,0.8258657,0.07169762,-0.5481699,0.2872832,0.7850486,0.5377056,0.4723337,-0.6054077,0.6319614
6.299849510,0.7771192,0.1422554,-0.6032102,0.2550756,0.8069464,0.5211393,0.5648323,-0.5625061,0.5948061
6.320017338,0.7222332,0.2109381,-0.6498214,0.2123806,0.8279552,0.5070059,0.6493514,-0.5076078,0.5569341
6.340184688,0.6546358,0.2738906,-0.696617,0.171201,0.8444864,0.4950674,0.7286848,-0.4465259,0.5093645
6.360352516,0.5699198,0.3359301,-0.742801,0.1190325,0.8604833,0.482546,0.8064946,-0.3662927,0.4534234
6.380519867,0.4744918,0.3854739,-0.7850615,0.0672144,0.8723993,0.4709268,0.8720058,-0.2787467,0.3905468
6.400687694,0.3790076,0.4238777,-0.816933,0.01679713,0.8779015,0.4651241,0.9202009,-0.1922246,0.3276054
6.420854568,0.2826385,0.4492808,-0.8423841,-0.03114532,0.8799237,0.4605263,0.9541982,-0.1058362,0.2641551
6.441022396,0.1903766,0.4637113,-0.860639,-0.07485004,0.8784665,0.4582835,0.9747437,-0.02445559,0.2028874
6.461189747,0.1076622,0.4673558,-0.8732218,-0.1094545,0.8757276,0.4565843,0.9843564,0.04503325,0.1458957
6.481357574,0.03347294,0.4679176,-0.8791826,-0.1354299,0.8705937,0.4594656,0.9866953,0.1024841,0.09252264
6.501524925,-0.03619021,0.467595,-0.8795138,-0.1556837,0.8633961,0.466628,0.9838457,0.1527548,0.04112916
6.519171238,-0.09656569,0.466978,-0.8755074,-0.1702458,0.8554232,0.476186,0.9775469,0.1940834,-0.003907122
6.539339542,-0.1674572,0.466333,-0.8653764,-0.1853967,0.8435519,0.4915427,0.9653865,0.2419084,-0.05606084
6.559506416,-0.2372627,0.4657742,-0.84948,-0.1996955,0.8285676,0.5111398,0.9479892,0.2901665,-0.1052858
6.579674244,-0.3059962,0.4656526,-0.8275584,-0.2132259,0.8096916,0.5354699,0.9253216,0.3396482,-0.1506324
6.599841595,-0.3720257,0.4651336,-0.8006321,-0.2233183,0.7882802,0.5627444,0.8986045,0.3875604,-0.191981
6.620009422,-0.4346768,0.4680473,-0.7669256,-0.2272398,0.7628565,0.5954175,0.8692555,0.4325409,-0.2282497
6.640177250,-0.4923721,0.4752921,-0.7268035,-0.2249013,0.7329668,0.6328435,0.838788,0.4745196,-0.2574049
6.660344601,-0.5473821,0.4839749,-0.6805059,-0.2149724,0.7002601,0.6722757,0.8069119,0.513747,-0.2830573
6.680512428,-0.6007558,0.4913362,-0.628481,-0.201997,0.6630401,0.7129924,0.7717493,0.554752,-0.303239
6.700679779,-0.6518202,0.4976636,-0.5701867,-0.1826566,0.6223752,0.7538849,0.7344511,0.5950099,-0.3193012
6.720847607,-0.6993054,0.5032358,-0.5056654,-0.1540359,0.5803849,0.7929479,0.696575,0.63186,-0.3332246
6.741014957,-0.7439954,0.5032243,-0.4376179,-0.1193526,0.5400428,0.8268743,0.6561242,0.6668819,-0.3469359
6.761182785,-0.7875694,0.4919135,-0.369219,-0.08547822,0.5019299,0.8547686,0.6090935,0.7042422,-0.3587798
6.781349659,-0.8280318,0.4693246,-0.304857,-0.05620271,0.4673268,0.8766697,0.5568165,0.742592,-0.3663859
6.801517487,-0.8629856,0.4428719,-0.2412387,-0.02332222,0.4379451,0.8932866,0.5037735,0.7761247,-0.3736551
6.819164276,-0.8889996,0.4169343,-0.1873413,0.005417317,0.4146475,0.9047079,0.4570576,0.8029269,-0.3771014
6.839331627,-0.9138831,0.3850305,-0.1264453,0.03758155,0.386465,0.9164504,0.4035152,0.8324934,-0.3740433
6.859499454,-0.9335358,0.35136,-0.06788819,0.06861621,0.3572986,0.9265391,0.3512185,0.8600751,-0.3641812
6.879666328,-0.948425,0.3161958,-0.01274206,0.09749282,0.3257216,0.9356597,0.3010602,0.8859933,-0.3463669
6.899834633,-0.959052,0.2790321,0.04565342,0.1319672,0.2945102,0.9418688,0.2500556,0.9092157,-0.325964
6.920001507,-0.9633836,0.2446631,0.1085593,0.1725456,0.2532797,0.9474302,0.2046294,0.9314161,-0.2929537
6.940169334,-0.9605724,0.2181278,0.1716244,0.216945,0.2002429,0.9511792,0.1731171,0.9509087,-0.2464145
6.960336685,-0.952177,0.1919543,0.2370442,0.2658136,0.137112,0.9501969,0.1495979,0.9678247,-0.1883122
6.980504513,-0.9412343,0.1564292,0.298683,0.311686,0.06217211,0.9443634,0.1285826,0.9820898,-0.113974
7.000671864,-0.9306049,0.1073446,0.3492614,0.3495378,-0.02029848,0.9331682,0.1064411,0.990685,-0.02527332
7.020839691,-0.9202413,0.04861718,0.3876266,0.3819652,-0.09932286,0.9155121,0.08197901,0.9908059,0.06626618
7.041007042,-0.9061278,-0.0086696,0.4221659,0.4177186,-0.167372,0.8898776,0.06172833,0.9830034,0.1488139
7.061174870,-0.8892384,-0.06329627,0.4522186,0.4543541,-0.2239112,0.8591809,0.04550231,0.9698572,0.2215129
7.081341743,-0.8709601,-0.1105251,0.4778519,0.4889946,-0.2734841,0.8253427,0.03798035,0.9529377,0.285995
7.101510048,-0.8519278,-0.1498722,0.5007582,0.5213172,-0.3155535,0.7899608,0.03806251,0.9345309,0.3408224
7.119156361,-0.8346345,-0.176602,0.5206549,0.5478313,-0.3490473,0.7574009,0.04637514,0.9179254,0.3820216
7.139323711,-0.8152136,-0.1960066,0.54384,0.5738111,-0.3903825,0.7170988,0.07015212,0.8972577,0.4247332
7.159491539,-0.7938969,-0.2042377,0.5715107,0.5964242,-0.4384918,0.6694891,0.1123193,0.8730547,0.4639885
7.179659367,-0.7702443,-0.2032618,0.603207,0.6135691,-0.4908125,0.6157935,0.1694313,0.8451942,0.4968336
7.199826717,-0.7457233,-0.1928556,0.636387,0.6211833,-0.5448701,0.560516,0.2373038,0.8141582,0.5201733
7.219994545,-0.7183617,-0.1713839,0.6728182,0.618435,-0.5995636,0.5053325,0.3155867,0.7800323,0.5306889
7.240161419,-0.6859382,-0.1391817,0.7127403,0.6037912,-0.6556207,0.45086,0.4034929,0.7405856,0.5276572
7.260329723,-0.6429866,-0.101339,0.7575558,0.5784988,-0.7131423,0.3934876,0.4994991,0.6922599,0.5109656
7.280496597,-0.5893638,-0.05671236,0.8041543,0.5379548,-0.7713093,0.3378522,0.6004042,0.632711,0.4787666
7.300664425,-0.5226744,-0.006948084,0.8506136,0.4813334,-0.8274747,0.2871238,0.701363,0.5604227,0.4293891
7.320831776,-0.4431988,0.04348497,0.8932682,0.4111474,-0.8775584,0.2449962,0.7942146,0.4766282,0.364479
7.340999603,-0.3521364,0.09020045,0.9292437,0.3294371,-0.9196395,0.2125852,0.8735567,0.3815562,0.2874537
7.361166954,-0.2500023,0.1288603,0.9569926,0.2360923,-0.9530625,0.188721,0.9363227,0.2734049,0.2011157
7.381334782,-0.1424486,0.162032,0.9734833,0.129934,-0.9749104,0.1802711,0.9782848,0.1520728,0.1110774
7.401502132,-0.03593242,0.1761104,0.9804037,0.01289348,-0.9841431,0.1766045,0.996012,0.01845326,0.02639085
7.419148445,0.05542934,0.1766932,0.9790748,-0.09823193,-0.9783326,0.1818503,0.9900296,-0.1072313,-0.04348093
7.439316273,0.1567433,0.1626858,0.9701352,-0.228267,-0.9533003,0.1969714,0.9568297,-0.2538442,-0.1187245
7.459483623,0.2445794,0.1401498,0.9550622,-0.3477883,-0.9102437,0.2233704,0.9004605,-0.3888561,-0.1800868
7.479651451,0.3171765,0.1109402,0.9371268,-0.4536048,-0.853136,0.2557557,0.8275005,-0.5087835,-0.226192
7.499818802,0.3716425,0.07205147,0.9205643,-0.5599082,-0.7757145,0.288543,0.7342566,-0.6257498,-0.2535138
7.519986629,0.4123686,0.04101968,0.904844,-0.6476088,-0.6859844,0.3284966,0.6332678,-0.7249997,-0.2614683
7.540153503,0.4387007,0.01910868,0.8930131,-0.7175537,-0.589157,0.3677492,0.5319344,-0.8060756,-0.2494506
7.560321808,0.4601073,0.02115682,0.8820461,-0.7621815,-0.4956644,0.4123039,0.444446,-0.8662953,-0.216132
7.580488682,0.4732172,0.04518548,0.8741208,-0.7943593,-0.399034,0.4535547,0.3675897,-0.9136065,-0.1565637
7.600656509,0.479953,0.08724311,0.8672086,-0.8208215,-0.2912899,0.4864377,0.2931111,-0.9501359,-0.0711481
7.620823860,0.4898763,0.134497,0.8555015,-0.8383908,-0.1758687,0.5105022,0.2169636,-0.9723282,0.02439865
7.640991688,0.5028012,0.1757517,0.8403364,-0.8484995,-0.04956071,0.5207508,0.1307774,-0.9799204,0.1227989
7.661159038,0.5162876,0.2187285,0.8218133,-0.8496619,0.08942778,0.5125707,0.03597051,-0.9678905,0.2314894
7.681326866,0.5310506,0.2700082,0.7967142,-0.8398867,0.2210906,0.4873116,-0.04741487,-0.932726,0.3445354
7.701494217,0.5406196,0.3342553,0.7652531,-0.8280391,0.3307907,0.4426653,-0.1081209,-0.877425,0.4567378
7.719140530,0.5482,0.3918349,0.7317784,-0.8166901,0.4099717,0.3942465,-0.1484976,-0.8178499,0.5464789
7.739308357,0.5628947,0.4397469,0.692265,-0.7968867,0.4905,0.3381246,-0.193855,-0.7456402,0.6288519
7.759475708,0.5906855,0.4652461,0.6510818,-0.7651694,0.5642557,0.2925411,-0.2342588,-0.6742481,0.6921694
7.779643536,0.6311021,0.4920097,0.5904531,-0.7274445,0.6281703,0.2554308,-0.2480585,-0.593588,0.7578021
7.799810886,0.6679761,0.5260044,0.5156322,-0.6983797,0.6729524,0.2193549,-0.2341429,-0.5090876,0.8208077
7.819978714,0.7017769,0.5561637,0.4321026,-0.6729894,0.7089883,0.1813662,-0.2076439,-0.4201075,0.876207
7.840146065,0.7350118,0.5674447,0.355052,-0.6443313,0.7423971,0.1480939,-0.1813634,-0.3392654,0.9160149
7.860313892,0.7694588,0.561186,0.2847252,-0.6114026,0.7729756,0.1293715,-0.1489467,-0.2749914,0.9429156
7.880480766,0.7996491,0.5470922,0.221615,-0.5806209,0.7961253,0.13019,-0.1063132,-0.2340088,0.9595419
7.900648594,0.8232067,0.5359736,0.1508861,-0.5541514,0.8148305,0.1293343,-0.05431879,-0.1911634,0.9732407
7.920815945,0.8432942,0.5189543,0.08431573,-0.5257568,0.832818,0.1327875,-0.001598734,-0.1572867,0.9807645
7.940983772,0.8603413,0.4970129,0.01558886,-0.494052,0.8508102,0.1398245,0.05636895,-0.1289048,0.9832746
7.961151123,0.8723962,0.4721012,-0.05845245,-0.4596512,0.8679735,0.1508108,0.1225435,-0.1055636,0.9800432
7.981318951,0.8767154,0.4463981,-0.1394303,-0.4244302,0.8838067,0.1613653,0.1963951,-0.08311749,0.9701711
8.001486301,0.874585,0.4166181,-0.2211021,-0.3853424,0.8996268,0.1713762,0.2719707,-0.06548188,0.9531892
8.019132614,0.8663801,0.3872258,-0.2947093,-0.3471949,0.9133477,0.1798518,0.340959,-0.05428804,0.9315429
8.039300442,0.8466313,0.3555889,-0.3798903,-0.304448,0.9265558,0.1892393,0.4219852,-0.04535019,0.8983694
8.059467793,0.8158447,0.3266678,-0.4641523,-0.2610716,0.9371795,0.2011706,0.5039752,-0.04377311,0.8553237
8.079635620,0.7741869,0.3042186,-0.5441679,-0.2180519,0.9443066,0.2182293,0.5840557,-0.0512021,0.8025578
8.099802971,0.7241404,0.2896575,-0.6165148,-0.1739299,0.9477502,0.241622,0.6585897,-0.06878471,0.7414733
8.119970799,0.6658602,0.2865988,-0.680629,-0.133373,0.946947,0.26902,0.7263652,-0.08956142,0.6731181
8.140138149,0.5995846,0.2952538,-0.7365692,-0.09628259,0.9420869,0.3001703,0.7876792,-0.1104435,0.5971522
8.160305977,0.5249578,0.3117827,-0.7854455,-0.0567819,0.9339477,0.3338751,0.8431541,-0.1322433,0.5112815
8.180472851,0.4404669,0.3365393,-0.8264468,-0.01486287,0.9223197,0.3689711,0.8922176,-0.1519931,0.4138953
8.200641155,0.3521695,0.3686197,-0.8549711,0.03029341,0.9067518,0.4049966,0.9305581,-0.1704682,0.3101054
8.220808029,0.2645183,0.4138452,-0.8661602,0.0674804,0.8855402,0.4455868,0.9575739,-0.1784191,0.2075438
8.240975857,0.165732,0.4670351,-0.8640302,0.1000192,0.8606241,0.4865924,0.9770702,-0.1692755,0.09635714
8.261143208,0.06554894,0.530196,-0.8410758,0.1238105,0.8285823,0.5345919,0.9865025,-0.1414559,-0.0117049
8.281311035,-0.03827906,0.5994987,-0.7953925,0.1417258,0.7873995,0.5897964,0.9858812,-0.09245168,-0.116321
8.301478386,-0.1429406,0.6688857,-0.7255196,0.151284,0.7352087,0.6518255,0.975141,-0.01884916,-0.208338
8.319124699,-0.2384931,0.7167732,-0.6513224,0.1554226,0.6861067,0.7026583,0.9559438,0.06419572,-0.2778116
8.339292526,-0.3404315,0.7573236,-0.5532796,0.1641799,0.6231153,0.7575117,0.9234189,0.1650454,-0.3400086
8.359459877,-0.4380885,0.7801232,-0.4423755,0.1898112,0.5571322,0.8019179,0.8765044,0.2655341,-0.3964348
8.379627704,-0.5247059,0.7868116,-0.3200082,0.2186111,0.4837445,0.8415416,0.8207843,0.3700143,-0.4307702
8.399795055,-0.6009462,0.7747699,-0.1894824,0.2444847,0.3999202,0.8779795,0.7592096,0.4799505,-0.4352458
8.419962883,-0.6680644,0.7400936,-0.06093052,0.2679064,0.3118861,0.9066998,0.6925874,0.5883365,-0.4125782
8.440130234,-0.7265802,0.6835939,0.05418712,0.2856531,0.2253512,0.9270133,0.6234093,0.6882229,-0.3652789
8.460297108,-0.7776045,0.6091335,0.1509553,0.2973117,0.1415351,0.9401455,0.5526635,0.7753865,-0.2976599
8.480465412,-0.8196455,0.5170926,0.2440901,0.3141827,0.04675502,0.9444801,0.4777593,0.8505109,-0.2074401
8.500632286,-0.8493433,0.4085732,0.3326675,0.3418339,-0.05660236,0.9346564,0.4009356,0.9074695,-0.09832597
8.520800114,-0.8640834,0.2935787,0.4077434,0.377124,-0.1603113,0.9090731,0.3319949,0.939387,0.02107304
8.540967464,-0.8669794,0.1851633,0.4616969,0.4098997,-0.2625679,0.87067,0.2818363,0.9443508,0.1450725
8.561135292,-0.8576838,0.09028026,0.5052406,0.440193,-0.3789634,0.8114358,0.2639104,0.9187204,0.2787094
8.581302643,-0.8385978,0.009810641,0.5436624,0.4676218,-0.4989156,0.7273466,0.2774796,0.8646427,0.4073145
8.601470470,-0.8160687,-0.06403376,0.5733157,0.4929261,-0.5950059,0.6326612,0.2996918,0.7994598,0.5107434
8.621637821,-0.7963747,-0.1313735,0.5891985,0.5163948,-0.6548012,0.5497668,0.3126504,0.7427301,0.5830301
8.639284134,-0.7805257,-0.1809044,0.5971373,0.5355966,-0.6860666,0.4902361,0.3200557,0.7031847,0.6262005
8.659451961,-0.7610563,-0.2260078,0.6067142,0.5544573,-0.7121086,0.4284117,0.3343034,0.6632345,0.6611784
8.679619312,-0.7376227,-0.2455801,0.6275615,0.5671197,-0.7298894,0.3792294,0.3640306,0.6364983,0.6716229
8.699787140,-0.7102647,-0.2474246,0.657534,0.572278,-0.7472258,0.3353307,0.4075141,0.6154103,0.6663059
8.719954491,-0.6789038,-0.2382451,0.6929381,0.5691816,-0.7675371,0.2921495,0.4614719,0.5937662,0.6506553
8.740122318,-0.6460426,-0.222899,0.7283939,0.5568752,-0.7911007,0.2502812,0.5197419,0.5683897,0.6291373
8.760289669,-0.6125233,-0.2057097,0.761502,0.5387254,-0.8146605,0.2117856,0.5761743,0.5410745,0.6036927
8.780457497,-0.5765611,-0.1856207,0.7938931,0.5171462,-0.8363942,0.1786087,0.6303024,0.514671,0.5720399
8.800624371,-0.5349793,-0.1633116,0.8270369,0.4931225,-0.8566307,0.1484824,0.683733,0.4884119,0.5325658
8.820792198,-0.4881051,-0.1395994,0.8595421,0.4626676,-0.8780597,0.1188589,0.7377258,0.4568377,0.4868581
8.840959549,-0.4359505,-0.1143925,0.8905376,0.4222489,-0.9016613,0.08971894,0.7923689,0.4162427,0.434988
