Time (s),X (g),Y (g),Z (g)
3.380593300,-0.2034739,0.06613316,-0.5768743
3.400761127,-0.2336892,0.1472791,-0.480018
3.420928001,-0.1996667,0.10277,-0.3915136
3.441095829,-0.22796,0.1133198,-0.3121237
3.461263180,-0.2644097,0.1386116,-0.2029116
3.481431007,-0.2827983,0.1338667,-0.1014422
3.501598358,-0.6482378,-0.07342395,0.008981556
3.521766186,-0.2613933,0.1608522,0.1277844
3.541934013,-0.140693,0.05176753,0.2115959
3.559580803,-0.06689245,0.06198275,0.2186794
3.579747677,-0.03297008,0.07848389,0.2394228
3.599915504,-0.02814333,0.0870579,0.278253
3.620082855,0.04976337,0.1213167,0.2892178
3.640250683,0.02118018,0.1096816,0.2095605
3.660418510,-0.05338902,0.122854,0.1635871
3.680585861,-0.01451744,0.1292708,0.1740529
3.700753689,0.02205397,0.1493701,0.1757961
3.720921040,0.08432373,0.2254902,0.1641475
3.741088867,0.1386705,0.2556447,0.1637761
3.761256218,0.1525235,0.2615215,0.1781538
3.781424046,0.2121142,0.2374605,0.1385468
3.801591873,0.2214823,0.2253738,0.1254464
3.821758747,0.2588476,0.1963569,0.1832173
3.841927052,0.375359,0.1034226,0.1939211
3.859573364,0.5055612,0.004960157,0.2111115
3.879740715,0.6120778,-0.11253,0.20532
3.899908543,0.7354822,-0.2284502,0.1194357
3.920076370,0.8131721,-0.3008974,0.01673655
3.940243721,0.6944703,-0.3817165,-0.02040982
3.960411549,0.5544221,-0.4375545,-0.1157992
3.980578423,0.6455724,-0.4387339,-0.2052374
4.000746727,0.5455928,-0.4119778,-0.2245545
4.020913601,0.5076382,-0.365099,-0.287368
4.041081429,0.5259492,-0.2313078,-0.3681589
4.061249256,0.4458795,-0.2004488,-0.4228559
4.081416607,0.4419792,-0.1466536,-0.4550596
4.101584435,0.3995646,-0.1073785,-0.4990214
4.121751785,0.390465,-0.01417633,-0.4648546
4.141919613,0.362635,0.09808367,-0.3514542
4.159566402,0.4124222,0.1108778,-0.2263259
4.179733276,0.5544226,0.1442729,-0.1076685
4.199901104,0.5003713,0.2234703,-0.1065111
4.220068932,0.405182,0.1741146,-0.09820371
4.240236282,0.3158774,0.242392,-0.126322
4.260404110,0.2415824,0.3650615,-0.07382509
4.280571461,0.04202776,0.3614093,0.07815349
4.300739288,-0.1085738,0.4067071,0.137308
4.320906639,-0.3286029,0.3837172,0.2162903
4.341074467,-0.3518236,0.1987124,0.338441
4.361241817,-0.4318337,0.007437006,0.4303268
4.381409645,-0.2297296,-0.02746092,0.4422905
4.401577473,-0.1269965,0.08088529,0.358295
4.421744346,-0.1231882,0.1559356,0.247857
4.441912651,-0.1696359,0.1775868,0.1622706
4.459558964,-0.213137,0.1289215,0.1519752
4.479726314,0.07161921,0.332467,0.7326633
4.499894142,-0.2472159,-0.1873417,0.1481844
4.520061493,-0.2472458,-0.201619,-0.0340766
4.540229320,-0.2403263,-0.04540472,0.1187033
4.560397148,-0.3872637,-0.2025077,0.0850694
4.580564022,-0.3608371,-0.2904037,0.1592289
4.600732326,-0.3314363,-0.3275015,0.193341
4.620899200,-0.2361387,-0.3078305,0.0800812
4.641067028,-0.2391084,-0.2507604,0.1068875
4.661234379,-0.3094616,-0.2518327,-0.05278778
4.681402206,-0.3301964,-0.2309329,-0.2313923
4.701569557,-0.3485063,-0.2312427,-0.3130156
4.721737385,-0.3542966,-0.1421989,-0.3186366
4.741905212,-0.3107125,-0.1431571,-0.3173354
4.759552002,-0.2644517,0.0228898,-0.2886339
4.779718876,-0.4086649,0.08294617,-0.2256204
4.799886703,-0.1734799,0.2804523,-0.2182024
4.820054054,-0.1167572,0.2716731,-0.2095179
4.840221882,-0.08601463,0.2887613,-0.2080305
4.860389233,-0.0706238,0.2319626,-0.2320792
4.880557060,-0.02065719,0.195905,-0.259455
4.900724888,0.0227517,0.1165067,-0.2796954
4.920892239,0.05150406,0.1927518,-0.136383
4.941060066,-0.2396481,-0.07392682,-0.20925
4.961227417,-0.2217875,-0.13718,-0.1616479
4.981395245,-0.2010528,-0.08335292,-0.1045121
5.001562119,-0.237672,-0.1009157,0.03102419
5.021729946,-0.3582898,-0.08681427,0.07257314
5.041897297,-0.2997953,0.07480887,0.1060396
5.059544563,-0.09143586,0.1362151,0.2894859
5.079711914,-0.05268139,0.1126657,0.3083971
5.099879742,-0.01812601,0.1576825,0.2479917
5.120047092,0.0207895,0.1778137,0.1583335
5.140214920,0.1196159,0.1718778,0.1512337
5.160381794,0.1824149,0.1321588,0.1418577
5.180549622,0.1146975,0.1823419,0.05130011
5.200716972,0.1458537,0.215955,0.01747549
5.220884800,0.2824842,0.2330285,0.06169528
5.241052151,0.2752513,0.1790746,0.0527937
5.261219978,0.2520601,0.1981695,0.05957666
5.281387329,0.192803,0.2582967,0.09961381
5.301555157,0.1984816,0.2079208,0.1790876
5.321722984,0.3026917,0.003649443,0.245316
5.341890335,0.340777,-0.1176395,0.2476777
5.359536648,0.3475367,-0.15706,0.2841061
5.379704475,0.400327,-0.1503449,0.3180691
5.399871826,0.3786781,-0.1892877,0.2599139
5.420039654,0.3850406,-0.2470029,0.1986805
5.440207004,0.3830401,-0.3228391,0.1132748
5.460374832,0.425141,-0.3139163,-0.0416213
5.480541706,0.4468044,-0.237852,-0.1157758
5.500710010,0.4020867,-0.2141563,-0.2236627
5.520877838,0.3461572,-0.2408637,-0.3391767
5.541044712,0.2579126,-0.2094655,-0.3890858
5.561212540,0.2336782,-0.230292,-0.4011845
5.581379890,0.2469814,-0.09371661,-0.3100934
5.601547718,0.186051,0.004970953,-0.1427619
5.621715069,0.1753412,0.1323341,0.006595137
5.641882896,0.1653491,0.1554522,-0.1128694
5.659529686,0.1273116,0.1815563,-0.2181948
5.679696560,-0.01788543,0.07591248,-0.2087746
5.699864387,-0.01021844,-0.003927295,-0.1515895
5.720031738,0.04485001,-0.07339954,-0.1515571
5.740199566,0.09626774,-0.1350084,-0.2028841
5.760367393,0.1302041,-0.09586012,-0.3110484
5.780534744,0.1724259,-0.09723251,-0.3243937
5.800702572,0.2414318,-0.02679807,-0.2694093
5.820869923,0.2820488,-0.08839437,-0.3078764
5.841037750,0.3971061,0.1374191,-0.1540367
5.861205101,0.3309537,0.06722163,0.09100801
5.881372929,0.2666196,0.07123982,0.07572725
5.901539803,0.3336995,0.06905125,0.1661122
5.921707630,0.2973055,0.06611799,0.1207252
5.941874981,0.2411949,0.0948051,0.1002251
5.959522247,0.1046207,0.1067022,0.1103057
5.979689598,-0.03560415,0.03971571,0.1912763
5.999857426,-0.1167783,-0.02368963,0.2152063
6.020024776,-0.1005946,-0.006049111,0.1702384
6.040192604,-0.01983656,0.02888491,0.1430151
6.060359478,-0.002220216,0.05961098,0.1045241
6.080527306,-0.05460281,0.06384417,0.1611148
6.100694656,-0.09520664,-0.002467051,0.1458925
6.120862484,-0.139424,0.02765765,0.1616583
6.141029835,-0.09397522,0.06952868,0.169723
6.161197662,-0.0537986,0.1215594,0.1754376
6.181365013,-0.14904,0.05156323,0.1943594
6.201532841,-0.04931881,0.1249215,0.4992351
6.221700192,-0.2228152,-0.05631436,0.1922152
6.241868019,-0.2441059,-0.05190854,0.1355968
6.259514332,-0.3411125,-0.08776075,0.252701
6.279682159,-0.4128198,-0.09937626,0.2033196
6.299849510,-0.3597814,0.04892716,0.2665027
6.320017338,-0.2948422,-0.005212858,0.262022
6.340184688,-0.2175564,0.1722383,0.2224471
6.360352516,-0.2971207,0.04441062,0.127978
6.380519867,-0.3355884,0.006937057,0.1015061
6.400687694,-0.2616667,0.05685293,-0.07255664
6.420854568,-0.2523634,0.0574873,-0.05385607
6.441022396,-0.269015,0.01906727,-0.009665877
6.461189747,-0.2730443,-0.02212775,-0.02052419
6.481357574,-0.2726895,-0.02935307,0.02980651
6.501524925,-0.2944326,-0.06777523,-0.005659992
6.521692753,-0.3428172,-0.05617028,-0.00497206
6.541860104,-0.3865116,-0.07806335,-0.09220319
6.559506416,-0.349091,-0.04631524,-0.09274513
6.579674244,-0.2827179,-0.07583266,-0.1635236
6.599841595,-0.2438585,0.01820867,-0.1845177
6.620009422,-0.255285,0.09386054,-0.1920432
6.640177250,-0.1909174,0.1176515,-0.1722808
6.660344601,-0.2040545,0.1881133,-0.1254586
6.680512428,-0.1251964,0.1721871,-0.1279871
6.700679779,-0.1088281,0.2741753,-0.1026984
6.720847607,-0.102579,0.3304147,-0.1376489
6.741014957,-0.03834136,0.2844448,-0.1259254
6.761182785,0.06599639,0.2523644,-0.1976817
6.781349659,0.1272836,0.2349597,-0.2335436
6.801517487,0.1560244,0.1496094,-0.2576648
6.821684837,0.2808653,0.165828,-0.263874
6.841852665,0.197087,0.1700443,-0.4001179
6.859499454,0.3392929,0.07556537,-0.3384032
6.879666328,0.459565,-0.06054983,-0.2904382
6.899834633,0.4348564,-0.1050287,-0.2891291
6.920001507,0.2889452,-0.04513863,-0.4121908
6.940169334,0.3074131,-0.0202793,-0.3950392
6.960336685,0.3529092,0.01551251,-0.3778631
6.980504513,0.4038309,0.06511605,-0.2257742
7.000671864,0.4483118,0.07037643,-0.07706688
7.020839691,0.3304584,0.06903241,0.04778306
7.041007042,0.2746193,0.05456385,0.1818054
7.061174870,0.2658088,0.03356726,0.2482903
7.081341743,0.1974007,-0.009943396,0.2565353
7.101510048,0.1545466,-0.02864605,0.3441627
7.121676922,0.1169328,-0.04339691,0.4820897
7.141844749,0.08154683,0.03535645,0.4828342
7.159491539,0.07327893,-0.02041589,0.5121883
7.179659367,0.05963087,-0.09700249,0.5247239
7.199826717,0.006985277,-0.1650769,0.5616431
7.219994545,-0.05135777,-0.1959606,0.5218842
7.240161419,-0.03064895,-0.1596983,0.5153566
7.260329723,0.01583382,-0.178009,0.4866525
7.280496597,0.03697361,-0.223983,0.4570539
7.300664425,0.09003131,-0.2883424,0.3712596
7.320831776,0.106188,-0.2713213,0.2235021
7.340999603,0.1440511,-0.2823153,0.09222247
7.361166954,0.1330477,-0.290375,-0.09431621
7.381334782,0.159414,-0.2922188,-0.2469806
7.401502132,0.07385034,-0.3210968,-0.3530133
7.421669960,0.07710107,-0.2933456,-0.5069507
7.441836834,-0.0474971,-0.2637415,-0.6193427
7.459483623,-0.0163888,-0.1553309,-0.6628453
7.479651451,-0.1867507,-0.06753273,-0.601568
7.499818802,-0.2241309,-0.09599021,-0.7135595
7.519986629,-0.1352745,0.002386635,-0.72803
7.540153503,-0.1274417,0.07653053,-0.7046
7.560321808,-0.1096155,0.1376402,-0.6627744
7.580488682,-0.1199267,0.2172603,-0.6072813
7.600656509,0.1148909,0.3523989,-0.4535141
7.620823860,0.2379007,0.2645537,-0.2558016
7.640991688,0.2576128,0.3650411,-0.3170765
7.661159038,0.2559308,0.4059429,-0.2317369
7.681326866,0.2206437,0.397402,-0.09784821
7.701494217,0.2835831,0.2723356,0.08079132
7.721662044,0.433585,0.05455463,0.1159622
7.741828918,0.5671365,-0.03757131,0.2149466
7.759475708,0.5145634,-0.07394156,0.3405176
7.779643536,0.4244015,-0.03961304,0.4366838
7.799810886,0.2536369,-0.07304158,0.4513793
7.819978714,0.1718827,-0.200571,0.4851725
7.840146065,0.02022782,-0.2609435,0.4585957
7.860313892,-0.06111116,-0.2607165,0.4592463
7.880480766,-0.1640463,-0.2293113,0.4217438
7.900648594,-0.1377134,-0.1524124,0.3783298
7.920815945,-0.1508591,-0.1060066,0.3852926
7.940983772,-0.1730568,-0.04133653,0.4182644
7.961151123,-0.1832029,-0.02456595,0.440847
7.981318951,-0.167439,0.006088555,0.4340164
8.001486301,-0.2240137,0.05077448,0.4664387
8.021654129,-0.3240376,0.07001843,0.4057073
8.041821480,-0.4328058,0.01338303,0.3599794
8.059467793,-0.5303516,-0.02466722,0.314274
8.079635620,-0.6177466,-0.03862038,0.2469466
8.099802971,-0.6107605,-0.008491971,0.1659349
8.119970799,-0.6055802,0.01422449,0.07420567
8.140138149,-0.5489417,0.04402851,-0.0184608
8.160305977,-0.4884811,0.06815168,-0.08042423
8.180472851,-0.4312896,0.02433983,-0.2462354
8.200641155,-0.5269982,0.1413435,-0.190264
8.220808029,-0.4030493,0.003293395,-0.2269125
8.240975857,-0.42041,0.1085277,-0.2324725
8.261143208,-0.3149332,0.06884459,-0.2658174
8.281311035,-0.1860728,0.1705627,-0.3416404
8.301478386,-0.0463834,0.2227069,-0.4461933
8.321646214,0.005324408,0.2385263,-0.4255956
8.341813564,0.1677822,0.07304289,-0.3243397
8.359459877,-0.03150429,0.1474679,-0.4959261
8.379627704,0.0655278,0.171492,-0.6196388
8.399795055,0.1073007,0.132757,-0.6364093
8.419962883,0.1958106,0.1907949,-0.6487237
8.440130234,0.290151,0.2101281,-0.6081551
8.460297108,0.2985165,0.09570143,-0.5609645
8.480465412,0.4525922,0.08694685,-0.504937
8.500632286,0.5433302,0.1253923,-0.3348327
8.520800114,0.4569073,0.1999814,-0.1002166
8.540967464,0.3779084,0.2502028,0.03044618
8.561135292,0.285081,0.3096216,0.217498
8.581302643,0.3491998,0.1191169,0.49836
8.601470470,0.3344173,-0.1833535,0.6652662
8.621637821,0.235382,-0.2651495,0.7483301
8.641805649,0.01610292,-0.292191,0.7837747
8.659451961,-0.09740478,-0.2566704,0.7747225
8.679619312,-0.1505267,-0.1760996,0.6525687
8.699787140,-0.07264294,-0.1240266,0.5037105
8.719954491,-0.04988662,-0.1762745,0.3752022
8.740122318,-0.02479964,-0.2384635,0.3374231
8.760289669,-0.01869194,-0.2533333,0.2953438
8.780457497,0.04854715,-0.2164793,0.267164
8.800624371,0.0940899,-0.159711,0.2464585
8.820792198,0.1214634,-0.1382466,0.2229718
8.840959549,0.2233018,-0.09179177,0.188805
8.861127377,0.223562,-0.09689958,0.1260169
8.881294727,0.1536019,-0.01615192,0.04663838
8.901462555,0.1891275,-0.1382352,-0.004056059
8.921629906,0.1977881,-0.1275863,-0.07350239
8.941796780,0.1779592,-0.1611253,-0.1774978
8.959444046,0.2047882,-0.1690928,-0.2387061
8.979611397,0.001053814,-0.1282329,-0.295378
8.999778748,0.02698177,-0.2308386,-0.3573085
9.019946575,-0.003606841,-0.226462,-0.452728
9.040113926,-0.1290652,-0.2097189,-0.4581413
9.060281754,-0.1260122,-0.2834838,-0.6086383
9.080448627,-0.2075297,-0.3020236,-0.6963424
9.100616455,-0.2585844,-0.1747645,-0.8121347
9.120783806,-0.2029178,-0.03082554,-0.8241116
9.140951633,-0.1164171,0.1286371,-0.7258677
9.161118984,0.04865915,0.2354995,-0.6379651
9.181286812,0.279437,0.3341436,-0.5625015
9.201454163,0.2493219,0.6192718,-0.1730357
9.221621990,0.02673066,0.6432007,0.02856298
9.241788864,-0.2947264,0.2669427,0.2342952
9.259435654,0.1254669,0.1982426,0.1871357
9.279603481,0.198678,0.1761954,0.07731738
9.299770832,0.2495435,0.1553579,-0.02174338
9.319938660,0.2311177,0.1192865,0.03279215
9.340106010,0.1648645,0.1366034,0.162993
9.360272884,0.02582335,0.1687694,0.2029729
9.380440712,0.03295609,0.05928415,0.2726279
9.400608063,0.07690965,-0.07224122,0.300177
9.420775890,0.1413161,-0.1496797,0.2605297
9.440943241,0.1790759,-0.2046774,0.2352271
9.461111069,0.21822,-0.1524324,0.227868
9.481278419,0.1903379,-0.1156598,0.2349949
9.501446247,0.1685203,-0.1323972,0.2609591
9.521613121,0.1037816,-0.110929,0.2674284
9.541781425,0.02661215,0.002591886,0.3326575
9.559427738,-0.06778642,0.02532443,0.3202424
9.579595089,-0.1644481,-0.02788705,0.3152854
9.599762916,-0.2322127,-0.07242034,0.2707191
9.619930267,-0.2435419,-0.08060357,0.2312783
9.640098095,-0.2717856,-0.03711284,0.2569488
9.660264969,-0.3330052,-0.003623202,0.2314114
9.680432320,-0.2885699,-0.01384831,0.2128234
9.700600147,-0.2768327,-0.04908006,0.171415
9.720767498,-0.290075,-0.06365215,0.1329587
9.740935326,-0.3092095,-0.0964216,0.1018262
9.761102676,-0.4438873,-0.1215108,0.09596179
9.781270504,-0.380804,-0.01365886,0.01827191
9.801437378,-0.3278206,-0.007601947,-0.003721207
9.821605682,-0.2810984,0.003472395,0.03641276
9.841772556,-0.3266498,-0.03777942,-0.03823102
9.859419346,-0.3057536,-0.01899234,-0.02913092
9.879587173,-0.2881099,0.0117587,0.009803437
9.899754524,-0.2509011,0.06922984,-0.000172399
9.919921398,-0.2069005,0.08643163,0.02514422
9.940089226,-0.2212317,0.09085357,0.0380835
9.960256577,-0.1722902,0.07709838,-0.02475803
9.980424404,-0.1593224,0.1053644,-0.06585947
10.000591755,-0.08867681,0.1020629,-0.07893904
10.020759583,-0.1672418,0.1200221,-0.1798418
10.040926933,-0.1695881,0.1272013,-0.21917
10.061094761,-0.1320703,0.1358128,-0.2250637
10.081261635,-0.05438039,0.08903606,-0.2499894
10.101429939,0.006058596,0.02139946,-0.2750471
10.121596813,-0.001372911,0.05573079,-0.2794779
10.141764164,-0.000623446,0.09250527,-0.2731488
10.161931992,0.04573353,0.09123859,-0.3003707
10.179578781,0.1266836,0.1101572,-0.2646622
10.199745655,0.1509297,0.1234168,-0.2073032
10.219913483,0.1298262,0.1357066,-0.1768888
10.240080833,0.1703706,0.1187074,-0.1385164
10.260248661,0.2018629,0.09450923,-0.08710855
10.280416012,0.2045944,0.09405166,-0.006166464
10.300583839,0.2574488,0.0638608,-0.01165429
10.320751190,0.1787057,0.07295142,0.02523538
10.340919018,0.1871467,0.09720779,0.03988507
10.361085892,0.1854196,0.05669727,0.126244
10.381253242,0.1979567,0.02124086,0.11257
10.401421070,0.2029383,0.02216463,0.1271458
10.421588421,0.1614557,0.001055539,0.09185206
10.441756248,0.1122361,0.009996608,0.1119545
10.459403038,0.09227985,0.06010541,0.1432482
10.479569912,0.07773865,0.02697828,0.146291
10.499737739,0.03073402,-0.02163561,0.1044198
10.519905090,0.09648727,0.03768202,0.1308642
10.540072918,0.08682842,-0.03758536,0.1323259
10.560240269,0.07325845,-0.07633573,0.1040379
10.580407619,0.1477343,-0.06786069,0.181887
10.600575447,0.09098446,-0.06831606,0.1800163
10.620742321,0.1378739,-0.07500383,0.1556035
10.640910149,0.1999975,-0.04745718,0.1059496
10.661077499,0.2019383,-0.05107251,0.1782736
10.681245327,0.1778403,-0.09691614,0.1876595
10.701412678,0.2927577,-0.1136682,0.1275778
10.721580505,0.320089,-0.1535913,0.06346084
10.741747856,0.2257672,-0.3071066,0.06116245
10.759394169,0.08690348,-0.4248745,-0.01525059
10.779561520,0.03468024,-0.4526392,-0.09893229
10.799729347,-0.0109151,-0.5468726,-0.2418712
10.819896698,-0.2278938,-0.4227414,-0.3047965
10.840064526,-0.1763396,-0.1980833,-0.2982394
10.860231876,-0.1447143,-0.174227,-0.2837536
10.880399704,-0.1774199,-0.1153666,-0.2496959
10.900566578,-0.2362308,0.04102451,-0.1945852
10.920733929,-0.1211213,0.05514081,-0.3312142
10.940901756,-0.157456,0.1408454,-0.3564719
10.961069107,0.06629004,0.1804354,-0.1835591
10.981236935,0.1552068,0.1996104,-0.199749
11.001404285,-0.02866841,0.1709628,-0.1076291
11.021572113,-0.1515551,0.3210023,0.03576772
